,0
330,굿
331,조아요 네 지인에게 추천 믿고씁니다
332,늘 쓰는 제품이에요ㅎ잘쓸게요
333,좋아용
334,그냥
335,조으당
336,재구매했어요
337,향이 너무 좋아요가격도 좋아요
338,제가 찿던 제품 이예요 아주 좋아요
339,냄새도좋고싸게구입
340,향 너무 좋고요 품질 굿
341,가성비 괜찮아요
342,향이좋아 늘 재구매 합니다
343,마트보다 훨씬 싸게 구매잘했어요
344,향이 옅어요
345,너무잘쓰고있어요
346,애용하고 있어요
347,냄새좋아욘 배송빨라요
348,향도좋고 좋은것같아요
349,향이 너무조아용집안가득한 향기에 기분굳굳
350,가격대비 넘 좋아요젤저럼한것 같아요ㅋ
351,좋아요
352,가성비 좋고 향도 좋네요
353,늘사용하는향입니다
354,용량도많고향기도좋아요
355,샤프란제품중 릴렉싱아로마만 써요
356,가격좋고품질좋고!
357,늘 쓰고 있어요!!
358,좋아요
359,지인추천 넘좋아요
360,향이 오래가고 좋아요
361,좋아요
362,항상쓰던제품이라만족도갑
363,회사동료가 좋다고 해서 주문해봣어요
364,향도좋고 다시 재구매할려구요
365,좋아요이번이 두번째 주문하는 거에요
366,맬 쓰는거 잘쓰고 있습니다
367,향도오래가고 보들보들 해짐
368,향이잘아나요
369,가격대비 너무 좋아요
370,조아요 싸고 빠르고
371,저렴하게 잘사서 잘쓰고있어요
372,좋아요
373,향기가 좋아유
374,좋은상품 좋은가격
375,향도 좋고 지속력도 괜찮네요
376,이런건 별 의심 없이 사게 되는 제품인듯
377,자주쓰는샤프란이라서주문했어요
378,가격 제품 모두 좋아요
379,냄새가좋아요
380,향도좋고 가격도괜찮아강츄드려요
381,저렴하게 구매해서 잘 쓰고 있어요
382,지금까지 쭉쓰는제품입니다 냄새좋아요
383,향이 좋아요
384,냄새 너무좋아요 아기옷냄새
385,늘 쓰던 제품입니다 요제품만 쓰네요
386,아주 좋아요
387,Good!!
388,아주 잘 사용하고 있어요 냄새도 좋고
389,열어보진 않았지만 가성비 좋은듯
390,향기가아주좋아요
391,향이 정말 좋아요
392,처음써보는데 향이 괜찬아요
393,빠른배송양도 많고 좋아요
394,항상 쓰던 향으로 재구매합니다
395,너무좋아요
396,네번째 재구매
397,가성비굿
398,믿고구매
399,냄새 아주 좋아요
400,향조아
401,굿
402,좋아요
403,향이 좋아서 샀어요
404,기존에 사용하던 제품이라 구매했어요
405,엄청싸요
406,생각보다좋아요
407,향이 좋아 재구매 했습니다
408,향기가 은은힐것이 아주 좋아요
409,사용하고있는 제품이라서 재구매했어요
410,항상 사용하는 제품으로 향이 진하지 않아 좋아요
411,향이 좀 약한거같아요 새로운걸 찾아야겠어요
412,향좋아요
413,향이 생각한 것과 달랐지만 잘 사용함
414,항상 사용히는 제품릴렉싱 아로마
415,좋아요
416,향도 좋고 섬유유연제는 요녀석만 사용 하네요
417,저렴만가격에 구매넘잘한거같네요
418,향도 좋고 부드러운데 사용하기 너무 좋음
419,가족모두 이 향을 너무 좋아라 해서 매번 구매
420,항상 쓰던
421,좋아요 역시 쿠팡입니다 그냥좋음
422,싸서 좋아요
423,양도 많고 저렴하고 좋네요 재구매의사 왕 있어요
424,빨래가 부드러워 지는 느낌 좋아요
425,노ㅡ뵤ㅛㅡㅈㅂ숨수 ㅎㅁ휴
426,향이좋고 빨래가 부드러워 좋습니다
427,아로마 향이 은은하고 좋아요
428,향이좋아 항상 이것만 사용하고있어요
429,저렴한 가격에 항상 애용해요
430,향 좋다고 해서 구매해 봤어요 배송 빠르고 좋아요
431,좋아요 좀 묽은갓만 빼먄
432,양이 참 많군
433,늘 쓰는 제품이라 넘좋아요
434,가성비갑
435,쿠팡맨은 몇 시부터 일을 합니까?일요일 아침 7시40분 잠에서 못일어나고 있을 때 문앞에 가져다 두었다는 문자 받고 놀랐습니다너무 일찍부터 일을 하는게 아닌지 날씨도 겁나 추운날에 말이죠원래 근처 마트 세일할 때 사오거나 했는데 그마저도 귀찮아져서 그냥 시켜봤습니다오프라인 세일가 보다 몇 백원 차이로 더 쌉니다주말 이른아침부터 가져다 주시느라 수고 많으셨고 배송하시는 분이 다른건지같이 주문한 세제는 오후에 오고 요놈은 아침일찍 오고 그랬습니다제품을 구매하실 때 좀 읽어보시고 구매를 하시기 바랍니다상품평 보니까 짭이다 어쩌다 말들이 좀 많은거 같은데샤프란이 지금 좀 정신없이 출시한 상황인거 같습니다 쓸데없는 시어버터니 구연산이니 소프란이니소프란은 확실히 향이 조금 차이가 나고 세탁 후 건조 이후로 향이 강하지 않습니다보라색 향 강한 제품은 최초부터 판매한 샤프란 아로마 제품을 쓰셔야 해요시어버터 구연산 플러스 등등 붙은 제품은 상대적으로 향이 더 약해진듯 합니다저는 다우니는 알러지가 있어서 향이 좋아도 못 씁니다피죤도 꽤나 오래 써본거 같은데 향이 거의 복불복 수준이라 샤프란에 정착한지 오래된 것 같습니다다우니와 비스무리 하게 강한 향을 원하시면 시어버터나 구연산 없는 제품을 사용하세요현재 로켓배송은 없는듯 합니다 대부분 동네 마트 가면 일반 샤프란 팔겁니다
436,택배기사님이 문앞까지 배송해주셔서 무겁게 들지 읺아도 됐구요 향은 좋아요
437,빠른배송좋습니다어머니께서이제품만사용하시는데만족해하십니다
438,별하나도 아깝네요ㅡㅡ똑같은 제품을 마트에서 산건 향이 진짜 진하고 오래 가는데 이건 뭐세탁기 돌리고 빨래를 꺼내서 내 코에 박고 세심히 깊은 들숨으로 잘 맡아야 읭? 무슨 냄새가 나긴하는데흠 뭐지?이정도의 향이랄까요? 넣는게 무의미해요이게 도대체 뭔가요? 난감하네요4통이나 샀으니배송도 7일에 구매했는데 13일에 도착했네요무거워서 그런가 박스가 찢어지고 난리가 난거 같았지만테이프로 칭칭 감겨서 잘 왔어요!!! 안 깨진게 다해차라리 깨져서 반품된게 좋았을지ㄷㅋㅋㅋㅋㅋㅋ암트 비추
439,향이 없어요물탄것 같아요배송도 사람손에 거치지 않고 대문앞에 두고 감 없어지면 책임지실건가요? 물건도 파손 도어 오고 똑바로 물건 전달해주시고 파손없이 완충제를 넣던지 포장상태를 똑 바로 해 보내 주세요 그리고 세제에 물탄것 같아요 향이 없어요 
440,무거운 세제를 문앞까지 가져다주셔서 너무감사해요더군다나 싸게 구입해서 너무좋구요
441,상품은좋아서 구매하는데 택 배가 연락도 없이 담넘어로 던저 박스가 엉망 어떻게믿고 구매하겠어요
442,로켓배송 상품이 없어서 로켓배송에다가 추가 할인까지 하면 완전 쌌는데 한참을 지나도 로켓배송이 나오지 않아서 어쩔 수 없어서 사서 좀 아까웠지만 그래도 저렴한 가격에 좋은 제품 감사합니다 앞으로도 저렴한 가격에 좋은 제품 많이 부탁드립니다번창하세요
443,상품 자체는 항상 쓰던거라 잘 알지만 배송하는 쿠팡맨이 로켓배송인데도 3일이나 걸렸고 문앞에 놔둬달라 했는데도 계단 중간에 놔두고 갔네요? 노인이나 팔다리 불편한 분이 주문했다면 어땠을까요 그래서 3점 입니다
444,아로마향은 처음 사용해보는데 괜찮네요 파손없이 빠르개 잘 도착했어요
445,늘쓰던거라향은말한것도없구요겁나빠른배송감사드리구요양엄청많고 같은용량에여기가젤싼듯게다가쿠폰할인받아서 더저렴하게구매해서기분짱입니다
446,배송왜이렇게 느립니까무료 일주일만에 받았네요기다리다 지쳐서 집앞 슈퍼에서 샀는데그다음날 배달왔어요상품상태는 찌그러짐없이 잘왔습니다
447,항상쓰는건데 배송늦어서 한동안 안썼는데 이번에는배송이 하루더빨리와서 좋네요 빠른배송 해주셔서 감사합니다이향이너무나좋아요 잘쓰겠습니다
448,구매후기가 늦었지만 잘 사용하고 있습니다 향이 거북하지 않아서 좋아요 포장도 잘해주시고 물건도 잘 받았어요! 감사합니다
449,충격!송장에는 롱레스팅 릴렉싱 아로마도착한 제품은 시아버터가 왔네요제가 뭘 주문한 건가요일관성 없고 엉망인 듯
450,포장이 다 찌그러져서 온 것은 안타깝지만 택배업계가 업계인지라 이해합니다 고생많으십니다!
451,향은 그럭저럭 좋음!!! 제품 만족!! 집앞까지 무거운걸 배송!!! 아주 만족해요
452,죄성해요 배송이 왔네요 다른 사람이 받아서 알혀주질 않아서 업체와 기사님께 죄송합니다
453,항상쓰는 향이라 좋아요근데 박스가 다 찢어져서 왔어요ㅠㅜ
454,상품은 괜찮은데 배송이 짜증나요전엔 이러지않았는데아쉽네요
455,늘 쓰던것 가격좋고 배송빨라서 이용해요너무 좋아요 고맙습니다
456,배송도 빠르고 가격도 착하고마트보다 싸게 잘산거같아요
457,매번쓰던거라 주문했구요배송도빠르고향도좋아요
458,배송도 빠르고 너무 만족합니다 사업 번창하세요
459,편하게 배달받아 잘 쓰고있어요
460,배송도 빠르고 가격도 싸고 좋아요
461,저렴해서 좋고 배송은 정말 빨라서 더 놀랚어요
462,배송이 빠르고 물건은 좋습니다 ㅎㅎ
463,항상쓰는제품배송빨라서좋아요
464,빠른 배송 감사합니다
465,배송이 늦음
466,배송도 빠르고 가격대비 좋아유
467,배송도 빠르고 제품도 만족합니다
468,빠른배송과 저렴히 구매해서 만족합니다
469,빠른배송 감사합니다다른곳보다 더 저렴했어요
470,저렴하고 빠른배송 좋아요 !! 냄새도 좋아요
471,배송빨라용
472,택배기사님 잘 받았어요
473,냄시 좋고 싸고 배송빠름
474,향이 좋아요저렴하고 빠른배송까지
475,가격대비 괜찮아요배송도 빠르고 잘쓸게요
476,빠른배송 저렴한가격 좋은제품 감사합니다
477,간편하게 배송시켜 쓰는데 늘 만족해용
478,빠른배송감사합니다 또 재구매할께요
479,잘 받았습니다
480,빠른 배송 감사합니다
481,조아요
482,배송빨라서 아주 좋아요
483,빠른배송 감사합니다
484,빠른배송감사드려요
485,배송도 빨리오고 너무 좋아요 향은 더 좋구용
486,품질향오래갑니다
487,포장만 잘 됐으면 완벽해요
488,저렴하게 빠른배송으로 잘삿어용
489,빠른배송 감사합니다
490,빠른배송에 감사드려요
491,택배사 파업 때문인지 배송이 좀 느렸음
492,잘받았습니다
493,굿굿빠른배송 좋아용
494,배송빠르고 좋아요
495,빠른배송 친절한기사님의 알림 감사합니다
496,소프란 by 샤프란 섬유유연제 바이올렛 머스크 본품 31L4언니집에서 쓰려고 주문했습니다언니집에선 기존ㄷㅇㄴ를 썻는데 ㄷㅇㄴ가 가격도 많이 오르고 해서 제가 쓰는 샤프란인줄 알고 주문했습니다우리집에선 샤프란을 사용하고 있는데왜 소프란을 샤프란으로 보았는지ㅠ물건을 받아보고야 샤프란이 아닌 소프란을 주문한걸 알았습니다같은 LG제품이긴 한데내가 왜그랬지 하면서 뚜껑을 열고 냄새부터 확인 해 보니제가 냄새에 민감한지라 안좋은향은 머리가 아픕니다음달콤 포근향 같아 다행인것 같습니다빨래하기전엔 포근하고 달콤한향 같았는데빨래를 빨아보니 그냥 맏았을때랑 좀 다릅니다샤프란 릴렉싱아로마향과 전혀 다른향 입니다언니는 향에 민감하지 않고 빨래는 밖에 널어 놓으니상관 없다고 하네요
497,소프란 by 샤프란 섬유유연제 바이올렛 머스크 본품 31L4언니집에서 괜찮은것 같아 우리집에서 재구매를 하였네요전 샤프란릴렉싱 아로마향보라만 써왔는데 언니집에서 소프란을 구매하여 써보고 향이 무난한것 같아 저도 재구입을 하였는데후회중 입니다ㅠ그냥 맏았을땐 괜찮았는데빨래를 해서 방안에 널었는데그 무난한향은 다 사라지고 약간 비릿한향 같기도 하고방안에서 계속 맏았더니 윽ㅠ속도 울렁거리고 머리가 아파서 도저히 방에 널어 놓을수가 없네요ㅠ그래서 젖은 빨래를 다시 베란다에 널어 놨네요ㅠ바람이 통하지 않는 실내에서 말리면 안돼는 향 같습니다제생각 입니다전 다시 샤프란 릴렉싱아로마로 구입 해야겠어요
498,배송물건상한곳이나 박스훼손없이 잘 배송됐어요저는 향이 너무 강하면 방에 계속 냄새가 남아서 머리가 아픈데 이건 적당한것같아요 일부러 세제랑 같이 넣어버림 양도 많아서 엄청 오래쓰겠네요
499,향이 샤프란이랑 달라요 저도 리뷰보고 삿는데 향은좋다길래 믿고 삿더니 제가쓰던 보라색샤프란이아니네요박스도 다찢어져서 왓구요 박스 완전걸래엿어요
500,어쩜 본품이 이럴수 있는건지 본품이 맞는건지 너무 너무 의심이 듭니다 빨래가 건조가 되면 냄새가 1도 않나요 섬유유연제가 맞는건지 저렴한 가격으로 좋은 제품을 구매했다고 생각했는데 저렴한건 다 이유가 있고참  실망했고 다시는 구매하지 않겠습니다다른 구매자 후기는 도데체 먼가 
501,항상 구매하는 제품인데 언제 써도 너무 너무 좋아요몇년째 계속해서 같은 제품 구매하고 있구요 구매하시는 분들 후회없을 것 같아요가격도 저렴하고 너무 만족합니다
502,두번째구매에요어짜피 헤프게써지는거라 싸면 좋아요말통구매하려다 펌프가너무비싸 도저히못사겠어서 다시이걸로구매!!
503,늘 변함없이 이 제품만 구매중!!향도 좋고양도 좋고배송 최고고 ㅋ
504,샤프란인지 소프란인지 둘이 합친건지 이름모를 소프란의 등장이지만 가성비랑 양 대비해서 사요 ㅎㅎ 냄새는 꽃 향이 나구 양도 많고 나쁘진 않은데 제가 운동을 해서 그런가 향이 빨리 달아나고 냄새가 제 스타일은 아니에요 ㅠㅜ 그 점 말고는 다 좋아요 !! 택배실에서 가져오느라 무거워서 친구들 불렀어요 ㅋㅋㅋㅋㅋ
505,배송 엄청 빠르구요!!! 향너무 좋네요 재구매또 할게요
506,샤프란인줄알았는데 소프란이네용 ㅠㅠ흑흑 다음엔 잘 읽어보고 사겠습니다 향은 좋아요
507,향은 제가 구입한것 중에 가장 진해요쿠폰이랑 추가쿠폰으로 엄청 구입했어요마트보다 저렴하고 배송도 문앞까지 해주시니고맙구요
508,일단 큰 용량 에 저렴합니다배송도 빠르구요향은 진하지도 약하지도 않고적당합니다가격에 적당한 상품인듯 합니다
509,제품 하루만에 배송되었고 가격도 너무 너무저렴하고 샤프란향이 너무 좋아요다음에도 꼭 구매하고 하고싶어요
510,2번째구애인데 나름향도좋고 은은해서 좋아요4통이나되서오래쓰고좋아요
511,기존에 사용했던 샤프란용기가 가성비가 좋아서용기만 보고 구매했는데 냄새도 너무 강하고거부감많이드네요 자세히 보니 소프란용기색깔만같고 품질은 실망입니다담엔 상품명 잘보고 구매할겁니다
512,오래도록 좋은 향이 날듯 해서 주문했습니다아직 사용전이긴 하나 계절 지나고 꺼내 입을때 좋은 향이 남았었던 기억이 있어 다시 주문합니다내년 겨울에 다시 좋은 향을 가득 담은 옷을 꺼내보고 싶네요
513,향기가 좋은편이나 오래 지속되는것 같진않음섬유유연제가 옷감을 부드럽게 하는것도 있어야하는데 생각보단 보들아진않음다우땡 보단 당연이 향은 깊고진하진않지만 연한걸 좋아하는 사람들은 좋아할듯
514,샤프란이 아닌 소프란이네요향은 뚜껑열고 부으면 나는데 헹구고나서 빨래널때는 안나요ㅎㅎ부드럽긴 합니다실성 저는 섬유유연제 향이 너무 진한건 싫어해서 오히려 더 낫네요
515,샤프이 왜케 싼가 했더니 소프 ㅋㅋㅋㅋㅋㅋㅋㅋ향은 은은해요꽤 많은 양을 넣어도 은은해요 ㅋㅋㅋ근데 하루 입었는데도 향이 은은하네요양이 많아 오래 쓸 수 있을 것 같아요
516,샤프란을 늘 쓰시던 분들은 그냥 샤프란 쓰시고요 오래가는 향을 원하시는분들유연제로 원하시는 분들은 가격에 만족하면서 쓰시면 될것 갔습니다저는 쓰는데 좋았습니다
517,저는 늘 바이올렛향을 쓰고있습니다 잔항이 길게 남거든요
518,냄새가 왜이렇게 개떡같습니까 화나네진짜 어머님이 사서 냄새맡아보고 했는데빨래돌리고 냄새도 역하고 다시 빨래하는중입니다 이딴거 쳐팔지말고 판매중단하세 판매자님아
519,향이 완전 별루입니다 그냥 버리고ㅠ싶네요 머스크향이라 해서 주문했는데 향이 전혀 나지도 않고 물에 완전 희석 되어진듯한 섬유유연제 한것 같지도 않아요ㅠㅠ
520,다른곳에비해 가성비좋고 제품도향도너무좋아요
521,전에 쓰던제품이랑 약간 향이 다른거 같기도 하고 첨엔 약간 향이 진해서 그런가 거부감 이 일더라구여계속 사용 하다보니 익숙해졌어요잘 쓰고 있습니다 
522,싼가격에 구입했더니 싼게 비지떡이란 말이 있듯이 정전기는 정전기데로 생기고 향도 거의 없고괜히 많이 구입해버려 후회가 막심
523,요거 짱이에요 가격대비 양이 어마어마해요 언제 다쓸수 있을런지 모를정도로 많아요 ㅋㅋㅋ 다쓸라면 몇년은 걸릴듯 
524,샤프란인줄구매했는데잘보니까소프란이더라구요이제품은많이넣어도냄새가안나요다시는제품구매하고싶지않습니다
525,생각했던거 보다 향기도 좋고 발향도 아주 좋아요ㅎㅎ리뷰보고 고민했는대 가격도 저렴해서이것만 쓸꺼 같아요ㅎㅎㅎ감사합니다
526,아직 미개봉입니다가격이 저렴해서 어떨지 모르겠네요터짐없이 배송 잘되어서 왔습니다써보고 괜찮으면 계속 사용예정이예요
527,샤프란인줄 알았는데 소프란이네요 샤프란 보라색과는 좀 향이 다르고 꽃향기가 나네요예민한 편이 아니라 뭐 만족합니다
528,가격이 저렴한건 정품이아닌것같아요마트에서 확인하고 향이좋아서 주문했는대 달라요 향이잘안나요 ㅠㅠ
529,다른 쇼핑몰보다 저렴하고 써보니 너무좋다앞으로 더욱더 쿠팡을 많이 애용해야겠어요감사합니다
530,우선향이좋구오래가요글구양도많구요 가격또한착하답니다계속이것만흘것같아요
531,샤프란인줄 알고 구매햇는데 일단 물이 너무 흐리고 향이 오래가지 못해요 저렴해서 바로 구매햇어요
532,타사 제품으로 바꿔써보았는데다시 샤프란으로 쓰게되었네요다시 제것을 찾은것같네요
533,다우니만 쓰다가 갈아타본 건데 뭐랄까 수수한 플로럴 향이랄까 딱히 거슬리는 향은 아닙니다
534,샤프란이 아니라 소프란ㅋㅋㅋㅋㅋ근데 향기는 또 내수타일임향기로운 바이올렛 진한 향 굳
535,향이 너무 좋아서 다른 것 사용하다가 갈아탔어요아가아가한 향이 꽤 오래 지속되네요
536,원래 샤프란을 썼었는데 이건 소프란이네요아직 써버린 않았지만 향이 좋았음 줗겠네요
537,좀 묽다는 생각이 드네요 그래서 좀 많이 넣어야 하는점이 있어요 그점이 조금 아쉽습니다
538,샹도좋고 저렴하게 사서 좋아요여름이라 빨래도 자주 하는데 용량도 커서 좋습니다
539,향기좋고 저렴하고 아주 만족합니다신랑도 옷에서 좋은향기난다먀 좋아하네요
540,가격끝판 효능도 좋고 두번째 구입 입니다 너무 좋아요팍팍 넉넉히 쓰고 있어요
541,향 진해요하지만 오래가진않아요바닐라리치쓰다가 바꿨는데저는 더 좋네요
542,향이 너무 좋네요 가격도 착하구요빠른배송이 넘나 좋습니다
543,엄마가 요 향이 젤 좋다고 하시네요저렴한 가격에 더욱 만족합니다
544,양도많고 가격도착하구 향기두 오래가요 또구매예정입니다
545,양이 먛아 두고쓸듯 향은 있는지잘모르겠네요탈수후 향이없어오ㅡ
546,처음 사용해 보는건데 생각했던 것 보다 향이 좋아서 만족스러워요!
547,싸게잘산거 같애요향도 생각보다 오래가고많이 파세요
548,향이 아주 마음에 들어요은은하게 머스크향 나서 좋고싸서 좋아요
549,저렴하게 평소안쓰던거샀는데냄새도좋고배송도빨라좋네요 ㅎ
550,항상 쓰는 제품입니다너무 저렴하게 구매해서 너무 좋아요
551,가성비최고에 항도 상큼합니다계속해서 같은제품만 구입중
552,가격이 저렴한 상품이라 한번 사봤는데향은 그저 그러네요
553,샤프란인줄알고샀는데소프란이라니
554,물건이오고나서야ㅡ소프란인줄알앗다ㅡ괜차나영 향은
555,향도 좋고 정말 싸게 샀어요조아요조아요
556,원래 샤프란 보다 싸서 구매했는데 가격대비 괜찮습니다
557,싸고 양도 많고 향도 넘 조코다른거 살 이유 없을듯
558,마트 보다 훨씬 저렴합니다너무너무 감사드려요
559,향이 오래가요무겁지만 가격 착해서 계속 구매중
560,엄마가 쓰길래 따라 사봅니다 ㅎ향이 은은하니 좋네요
561,항상 샤프란만 사용해요 향아 오래 머물어 좋아요
562,샤프란인줄 알았는데 소프란이네요
563,hcjghfjvkgjvuffjvkhkfjfjg
564,냄새 굿
565,정말 좋습니다 자렴하게 구잊햇어요
566,냄시는이게젤루좋다는
567,양이 많아 좋아요
568,가격에 비해 좋아요향도 오래 가고요
569,싸고 향도좋고 다만족합니다
570,저렴해서 좋아요
571,늘이것만씁니다
572,향도좋고 가격도좋아용 ㅎㅎ
573,쓰던제품이라재구매했어요
574,마음에들어요
575,친정집에서 항상쓰던거라 또 구매했어요
576,좋아요
577,저렴한 가격이라 사봤어여
578,아직사용은 못해봤어요
579,가격대비 만족
580,재구매 앙기머띠
581,향이나 가격면에서 괜찮은것 같아요
582,늘 사용하는 제품인데 저렴하게 구입했네요
583,가성비 최고입니다
584,향이 어떨까했는데 기대이상으로 좋네요
585,한통도 다 못썼는데 냄새 바꾸고싶음 ㅠㅠ
586,잘사용
587,향기가 강하지 않아서 좋아요
588,싸게대량구매굳
589,마트보다 훨 저렴해서 조ㅇ요ㅎ
590,항상 잘 쓰고있습니다
591,저렴하게 잘샀습니다
592,너무 좋네요
593,저렴히 잘산거같아요향도 좋구요
594,매번 구매하는 상품
595,좋아요
596,가성비짱이고 향도좋아요
597,매번 잘쓰고 있어요
598,넘 좋아요
599,배송도빠르고 향기도 은은하고 양도 많아요
600,향이좋아요!
601,향이좋고 저렴해서 늘 사용중입니다
602,가성비 갑좋아요
603,저렴한가격에 잘산것같아요ㅎㅎ
604,샤프란이아니고ㅠ
605,갠적으로 샤프란 보다 향이더 좋은것 같아요ㅋ
606,가성비 짱입니다
607,향이오래가구 양도많고 가격도착하구 
608,부드러운향기가 맘에 드네요
609,굿
610,맘에듭니다
611,좋아요
612,좋아
613,최고
614,항상 애용하는 제품이랍니다
615,냄새 갑 용량갑
616,싸다 각격도 향도
617,저렴하니 좋아요
618,향도 좋고 저렴하고 좋아요
619,진하지 않음에 큰실망향도 별루다
620,가격저렴하고 배송빠르네요향도 무난합니다
621,마트보다훨저렴한거같아여
622,무난한 향이에요
623,용량이 커서 좋아요 잘 쓸게요
624,향이좋아요
625,샤프란보다 향이 좀 덜해요 ㅠㅠ
626,양많고향기좋그ㅡ잘쓰고있어요
627,항상쓰는제품인데좋은가격으로구매
628,향기 괜찮대요 저렴해서 구입해봐요
629,향이 진하네요
630,늘 쓰는 제품이라 가격도 저렴하구 향도 좋아요
631,냄새좋음
632,저렴하고 향도좋아서 계속ㅆ느네요
633,항상 친정엄마가 쓰시던거라 쿠팡에서 주문해드렸네요담날 도착했으니 배송은 엄청 빠른데 전화연락도 없이 문앞에그냥 놓고 가버렸네요 ㅜ 친정집이 주택인데 제가 마당에재활용쓰레기 버리러나왔다가 대문밖에 상자가 있어서 나갔는데택배가 와있더라구요완전 어이상실그리고 얼마있어서 대문밖에 택배상자 찍어서 배송했다는 택배기사의 문자한통 헐저 사는곳 고흥 시골이여도 쿠팡맨 이런짓은 안합니다섬유유연제 로켓배송으로 주문해서 오는도중 새는것도 알아서 반품교환처리해주시고 정말 친절한데암튼 물건은 안터지고 곱게 왔는데 기분이 좋지는 않네요
634,다른상품이랑똑같이주문했는데이회사만 엄청느리고 별로좋지않네요후기보고 구매하긴했늣데다음부터 이용하고싶은마음이뚝떨어지네요판매자 연락도 간신히 되서 언제보내줄수있냐했는데여태까지 상품준비중이고 늦게되서 금일오후 출고한다고 답변만들었다이회사 완전 꽝ㅡㅡ
635,상품이 금요일에 와야했고 화요일에 더 일찍 도착해야했다 주문시 배달은 무료였습니다 화요일에는 은행 카드로 2900 원을 받았다 내 동의없이
636,빠른 배송이랑 착한 가격이 좋았어요 근데 상품에 유통기강 표기가 없어서 조금 불편하네요
637,택배상자 밑에가 다 찢어져서오고 박스 테이프도 한쪽을 누가 칼로 뜯어본거처럼도있네요
638,아직 사용 전이라서 품질은 모르겠지만매우 저렴한 가격 빠른 배송 마음에 듭니다
639,배송은빨라요근데 경비실하고택배기사님하고 트러블이있었다는ㅎㅎ
640,잘샀어요 ㅎㅎ 가격 천사ㅠㅠ 할인에 할인을!!하지만 배송은 상자가 드 뜯긴 ㅠㅠ
641,항상 쓰는건데 향도좋고 가격도 좋고 좋습니다다만 배송이 너무늦네요ㅠ
642,포장이 다트어지고 다른박스에 또포장했어도 또뜨어져서왔어요 넘심해요
643,진짜 냄새나 파손없이 이틀만에 오고 언제나 배송은 쿠팡이 최고에요
644,굉장히 빠르게 잘왔습니다 감사합니다 쿠팡맨 ㅎ
645,감사히 잘 받았습니다
646,꼼꼼한 포장과 빠른 배송 감사합시다
647,배송완전빠르고 좋습니다
648,저렴한가격에 빠른배송까지 감사합니다
649,배송좋고 상품도만족합니다
650,빠른 배송 두번째 구매인것 같아요
651,배송도 적절하고 잘받았습니다
652,저렴한가격에 빠른배송까지 감사합니다
653,항상 쓰는 제품입니다 배송빠르고 좋습니다
654,많은 양과 빠른 배송 재구매 할 겁니다
655,만족합니다
656,배송이 빠르고 좋았습니다
657,만족합니다
658,배송관련 좀더 신경써주세요
659,배송빠르고 향도 좋아요
660,좋은제품빠른배송감사합니다 
661,9천원때에 샀어요 4개에 향이 좋네요
662,품질가격 친절한배송 굿
