,Keyword,Date,Title,Contents,Words,Comments,Source
0,액체세제,2019년 8월 20일, ,"🔆액체세제 입고!바야흐로 빨래의 계절...이 아니고 이제 여름의류, 계절제품들 정리할 때가 되었죠?.아이들 몸에 직접 닿는 의류, 방석, 침구류, 가방 등입으로 물고빠는 장난감들까지찌꺼기가 남지않는 순한 액체세제로 세탁하세요!.핸드메이드에서 1등 자신있는 구뜨대표님을 믿어보세욥😉✔️쭙쭙해서 침범벅인 장난감의 단백질때도✔️땅에 끌려 시커매진 리드줄도✔️비온땅에 부비부비해서 얼룩덜룩해진 옷도✔️가방강아지들과 한몸이 되어준 가방도담가두기만 해도 찌든때 싸악- 빠진다구요👍🏻.순비누, 라우릴글루코사이드,글리세린,파파인효소,라벤더프렌치에센셜오일5kg이하 10ml 사용500ml 14000원..📦택배가능📍경기 성남시 분당구 운중로188번길 10🚗맥도날드 서판교점 골목으로 오세용~..#믿고쓰는#구뜨#때가쏙구뜨 @iamgoutte #포토바이_넛넛맘 @red_acorn","'액체', '세제', '바야흐로', '빨래', '계절', '이', '이제', '여름', '의류', '계절', '제품', '정리', '때', '아이', '몸', '직접', '의류', '방석', '침구', '류', '가방', '등입', '물', '장난감', '찌꺼기', '남지', '액체', '제로', '세탁', '핸드', '메이드', '구', '대표', '욥', '쭙쭙해', '침', '범벅', '장난감', '단백질', '때', '땅', '리드', '줄', '비', '땅', '부비부비', '옷', '가방', '강아지', '몸', '가방', '도담', '해도', '때', '악', '비누', '라우', '릴글루', '코', '사이드', '글리세린', '파파', '효소', '라벤더', '프렌치', '에센셜', '오일', '이하', '사용', '택배', '가능', '경기', '성남시', '분당구', '운중로', '번길', '맥도날드', '판교', '점', '골목', '세용', '구', '때', '쏙구'", ,instagram
1,액체세제,2019년 8월 20일, ,혜인이 옷 세탁세제👚⠀⠀🔸100%식물성 전성분 공개로 안심🔸전성분 EWG 그린 등급🔸세제부문 세계최초 독일 BDIH 유기농인증🔸3배 고농축 세제로 소량으로도 깨끗이 세탁🔸전성분 공개로 민감한피부도 안심하고 사용🔸향도 은은하니 너무좋다⠀⠀유기농 세탁세제 @babeapapa_official⠀⠀⠀#아기세제#안심세제#레드루트#레드루트세탁세제#유기농세제#바베파파#유아세제#신생아세탁세제#액체세제#고농축세제#아기옷빨래#액체세탁세제추천⠀⠀⠀,"'혜인', '옷', '세탁', '세제', '식물성', '성분', '공개', '안심', '성분', '그린', '등급', '부문', '세계', '최초', '독일', '유기농', '인증', '배', '농축', '세제', '소량', '세탁', '성분', '공개', '피부', '안심', '사용', '향', '유기농', '세탁', '세제', '안심', '세제', '레드', '루트', '레드', '루트', '세탁', '세제', '유기농', '세제', '바베', '파파', '유아', '세제', '신생아', '세탁', '세제', '액체', '세제', '농축', '세제', '아기', '옷', '빨래', '액체', '세탁', '세제', '추천'", ,instagram
2,액체세제,2019년 8월 20일, ,오늘은 해도 쨍쨍하니침대매트랑 현민이쿠션커버에 노랗게 케케묵은 찌든때에 코코버블 바름세제 발라놓고 세탁하는날〰️〰️누런 찌든때 그리고 핏자국 (의외로 코피가 자주 나는 혀노니는 가끔 옷이 피범벅될때가 많음..) 암튼 오염부위에 바름세제 발라놓았다가 세탁기 돌리기만하면 완전 그 얼룩이 말끔히 사라져서 나오니 울집필수템 ♥️#코코버블#바름세제#속옷세제#속옷전용세제#천연세제#액체세제#중성세제#친환경세탁세제#바르는세제#얼룩세제#얼룩세제추천#세탁세제추천,"'오늘', '해도', '하니', '침대', '매트', '민', '쿠션', '커버', '케케묵', '때', '코코', '버블', '바름', '세제', '세탁', '날', '누런', '때', '핏', '자국', '코피', '자주', '나', '혀', '노니', '가끔', '옷', '피', '범벅', '때', '오염', '부위', '바름', '세제', '세탁기', '완전', '그', '얼룩', '나오니', '집필', '템', '바름', '세제', '속옷', '세제', '속옷', '전용', '세제', '천연', '세제', '액체', '세제', '중성세제', '친환경', '세탁', '세제', '세제', '얼룩', '세제', '얼룩', '추천', '세탁', '세제', '추천'", ,instagram
3,액체세제,2019년 8월 20일, ,신생아부터 성인까지 쓸수있는 역시 믿.쓰.몽!!.환경을 생각한 식물성세제 성분으로.천연계면활성제 사용!.전성분공개!!3배 고농축으로 적은양으로 세정력까지 우수해요👍..역시 안쓸이유가 없죠^^♡..몽디에스에서 클렌징워터출시기념으로 1+1 이벤트중이라니 구경가야겠어요~..몽디에스 세제는 온누리약국과 @mongdies_official 에서 구매가능하세요🤗....👉몽디에스 세제 @mongdies_official #몽디에스#아기세제#아기세제추천#유아세제#신생아세제#프리미엄세제#친환경세제#천연세제#패밀리세제#세탁세제#안전한세제#섬유세제#액체세제#믿고쓰는몽디에스,"'신생아', '성인', '역시', '몽', '환경', '생각', '식물성', '세제', '성분', '천연', '계면활성제', '사용', '성분', '공개', '배', '농축', '양으로', '정력', '역시', '이유', '몽디에스', '렌징', '워터', '출시', '기념', '이벤트', '구경', '몽디', '에스', '세제', '온누리', '약국', '구매', '몽디', '에스', '세제', '아기', '세제', '아기', '세제', '추천', '유아', '세제', '신생아', '세제', '프리미엄', '세제', '친환경', '세제', '천연', '세제', '패밀리', '세제', '세탁', '세제', '세제', '섬유', '세제', '액체', '세제', '몽디', '에스'", ,instagram
4,액체세제,2019년 8월 20일, ,.나는 울아가를 위해 #오늘습관 쓴다특허 받은 순비누 식물성 계면활성제EM과 복합효소의 강력한 세척력👍알러지 유발물질 없는 순한 향😘#ad #오늘습관세탁세제 #세탁세제 #중성세제 #아기옷세탁세제 #액체세제 #아기세제 #천연세탁세제 #소이나노,"'나', '아가', '위해', '특허', '비누', '식물성', '계면활성제', '과', '복합', '효소', '세척', '알러지', '유발', '물질', '향'", ,instagram
5,액체세제,2019년 8월 20일, ,대한민국 NO.1 프리미엄 세탁세제 퍼실 딥 클린으로 섬유속 찌든 얼룩과 미세먼지까지 한번에 싸~~악 땀 많은 큰찬군의 흰옷도 더욱 희게 색깔은 더욱 선명하게~~옷벗다가 묻은 메이크업 얼룩도 무심코 튄 음식물 얼룩도 말끔하게 제거되어 흰옷도 걱정없이 입고 벗고 해요~애벌세탁이 필요한 여름수건의 손빨래에도 딥 클린에게 맡겨야죠!!!! 100만개의 얼룩제거분자와 7가지 효소의 최적 조합으로섬유속 깊게 배인 얼룩과 미세먼지까지 깨끗하게!새로 나온 퍼실 딥 클린 경험해보세요~~~헨켈홈케어코리아 - http://m.henkelhomecare.co.kr/m_eventdt.do?eventno=132&s_sts=N..#퍼실 #액체세제 #세탁세제 #찌든때제거 #미세먼지제거세제 #퍼실딥클린#얼룩이젠안녕 #흰옷도자신있게,"'대한민국', '프리미엄', '세탁', '세제', '퍼실', '딥', '클린', '섬', '유속', '얼룩', '미세먼지', '한번', '악', '땀', '찬', '옷', '더욱', '색깔', '더욱', '메이크업', '얼룩', '무심코', '음식물', '얼룩', '제거', '옷', '걱정', '해', '애벌', '세탁', '여름', '수건', '손', '빨래', '딥', '클린', '얼룩', '제거', '분자', '가지', '효소', '최적', '조합', '섬', '유속', '배', '얼룩', '미세먼지', '퍼실', '딥', '클린', '경험', '헨켈', '홈', '케어', '코리아', '퍼실', '얼룩', '젠', '안녕'", ,instagram
6,액체세제,2019년 8월 20일, ,"MOBIUS DAILY SUPPLIES🧴LAUNDRY DETERGENT&FABRIC CONDITIONER뫼비우스 스포츠 액체세제&섬유유연제운동인들 몸관리 운동으로만 끝내시나요? 운동 할 때 입는 옷도 관리를 잘하셔야죠! 일상복보다 더 관리를 잘해야하는게 운동복!몸관리,입고 운동한 옷 세탁까지 제대로 해야 관리👏운동복뿐만이 아닌 일상복, 속옷은물론 아기세제까지 👼🏻깨끗하고 안전한 세제 뫼비우스 스포츠 액체세제&섬유유연제...[MOVE WITH US, MOBIUS]MOBIUS는 당신의 옷은 물론 소중한 몸까지 지켜드립니다.","'뫼비우스', '스포츠', '액체', '세제', '섬유', '유연제', '운동', '몸', '관리', '운동', '운동', '때', '옷', '관리', '상복', '더', '관리', '운동복', '몸', '관리', '운동', '옷', '세탁', '제대로', '관리', '운동복', '상복', '속옷', '아기', '세제', '세제', '뫼비우스', '스포츠', '액체', '세제', '섬유', '유연제', '당신', '옷', '몸'", ,instagram
7,액체세제,2019년 8월 20일, ,"#액체세제 #애경리큐 #진한겔 #알카파워 #강력세척 #맞춤빨래 #애경산업 #지마켓 있는듯 없는듯 묵묵히 제 일을 다하는 리큐 진한겔 알카파워 액체세제~ 지인의 소개로 애경 리큐 진한겔 알카파워 액체세제를 구입을 했습니다. 특별가 행사중이라서 가격도 저렴하고 양이 많아서 큰 부담없는 가격에 구입하게 되었는데 추천하신분에게 너무 감사한 마음이 생길만큼 제품이 좋네요. 많은 주문으로 배송이 지연되었지만 약 10kg의 세제를 집에서 편하게 받아서 편했습니다. 리큐 진한겔 알카파워 액체세제의 마개와 용기 입구는 세제가 넘치거나 남은 세제가 새어나오지않고 다시 회수될수있는 구조라서 항상 깨끗하게 사용이 가능합니다.깔때기처럼 입구가 뾰족하게 되어서 붓기도 편한 구조입니다.뚜껑은 계량컵을 대신해서 정확한 양을 계량할수있다는점도 편리합니다. 유통기한도 한참 남아있고 사은품으로 섬유유연제와 얼룩지우개 샘플도 잘 받았네요. 리큐 진한겔 알카파워 액체세제는 옅은 파란색의 묽은 액상으로 물에 가까운 느낌입니다. 가루세제와 일반 타사의 세제로 비교하면 묽어서 과다하게 사용할 수 있지만 계량컵으로 뚜껑을 이용하면 적정량을 사용할수있습니다. 매일 와이셔츠나 흰옷들을 한두벌 갈아입고 세탁해야하는 입장에서 흰빨래가 전체의 절반 이상을 차지합니다. 그래서 세탁할때마다 과다하다 싶을 만큼 세제를 많이 넣고 사용을 했었네요. 그래야만 때가 잘 빠지는 것 같고 세탁후 약간의 세제향이 남아야 빨래가 잘 된 것이라고 오해를 했습니다오히려 과다하게 세제를 사용하면 용해되지 않은 세제가 옷감에 남을수있다니 정량을 지키는 습관을 들여야겠습니다. 처음 리큐 진한겔 알카파워 액체세제를 사용했을때는 규정용량을 사용하여 세탁하고 탈수까지 마쳤을 때에 아무런 냄새가 거의 나지 않을 만큼 희미한 향만이 남아서 왠지 허전했답니다. 빨래가 제대로 된건가 싶은 마음에 의심도 되었습니다. 하지만 빨래감옷의 소매깃이나 목부분을 확인해보니 확실하게 때가 지워지고 빠진 것을 확인할 수 있었어요. 조금은 놀랍고 신기하기까지 했습니다. 무작정 많이 넣고 빨래하던 과거의 잘못된 고정관념이 확 바뀌었어요. 세탁후 세제향이 강하게 나야만 좋은 줄 알았던 잘못된 생각에 그 동안 세제 범벅의 옷들을 입혀온 가족들에게 너무 미안한 마음이 들었습니다. 이제라도 리큐 진한겔 알카파워 액체세제 덕분에 우리 가족들에게 새옷 같은 안전한 빨래를 해줄 수 있어서 다행입니다. 리큐 진한겔 알카파워 세제를 이용하여 손빨래를 하거나 애벌빨래를 해도 피부에 자극적이지 않고 씻은 후에도 땡김같은 느낌없이 순딩순딩해요~확실히 천연의 자연성분인게 느껴지더라구요~ 우리집에는 특이하게 하얀 행주의 세탁이 일반 가정의 10배정도 많아서 거의 매일 세탁을 합니다. 식탁을 닦은 후 행주에는 양념과 음식물 흔적은 물론 기름기가 잔뜩 남아있어서 적정량보다 조금 많은 양의 세제를 넣는게 습관이었는데 애경 리규 진한겔 액체세제를 사용하면서 잘못된 습관을 고쳤습니다.행주 세탁후 삶은 빨래처럼 뽀얀 행주를 보면 기분까지 개운해집니다. 애경 리큐 알카파워 진한겔 액체세제 덕분에 흰빨래에 대한 스트레스도 해결되고 걱정도 한시름 들었답니다.더구나 세제 성분이 안심 성분이라서 그릇의 물기를 딱거나 식기에 닿아도 안심이 됩니다. 행주외에도 속옷, 수건, 외출복등 모두 사용이 가능하고 특히 작업복처럼 먼지와 기름때가 심한 옷까지도 깔끔하게 새옷처럼 빨아줍니다. 지금은 사용중이던 섬유유연제는 많이 남아서 이번 주문때는 구입하지 않았습니다. 하지만 다음에는 애경산업의 섬유유연제도 함께 구입하여 사용해봐야겠네요. 리큐 진한겔 알카파워 액체세제를 사용하면서 너무 만족스러웠으니 섬유유연제도 충분히 만족스러울것이라고 예상이 됩니다.","'제', '일', '리큐', '진한겔', '알카', '파워', '액체', '세제', '지인', '소개', '애경', '리큐', '진한겔', '알카', '파워', '액체', '세제', '구입', '특별', '행사', '가격', '양', '부담', '가격', '구입', '추천', '신분', '마음', '제품', '주문', '배송', '지연', '약', '의', '세제', '집', '리큐', '진한겔', '알카', '파워', '액체', '제의', '마개', '용기', '입구', '세제', '세제', '오지', '다시', '회수', '구조', '항상', '사용', '깔때기', '입구', '붓기', '구조', '뚜껑', '계량컵', '대신', '양', '계량', '점도', '유통', '기한', '한참', '사은', '품', '섬유', '유연제', '얼룩', '지우개', '샘플', '리큐', '진한겔', '알카', '파워', '액체', '세제', '파란색', '액', '물', '느낌', '가루', '세제', '일반', '사의', '세제', '비교', '과', '사용', '수', '계량컵', '뚜껑', '이용', '적', '정량', '사용', '매일', '와이셔츠', '옷', '벌', '세탁', '입장', '빨래', '전체', '절반', '이상', '차지', '세탁', '때', '과', '만큼', '세제', '사용', '때', '것', '세탁', '후', '약간', '향', '남아', '빨래', '것', '오해', '오히려', '과', '세제', '사용', '용해', '세제', '옷감', '정량', '습관', '처음', '리큐', '진한겔', '알카', '파워', '액체', '세제', '사용', '때', '규정', '용량', '사용', '세탁', '탈수', '때', '냄새', '거의', '만큼', '향', '남아', '빨래', '제대로', '건가', '마음', '의심', '빨래', '감옷', '깃', '목', '부분', '확인', '때', '것', '확인', '수', '조금', '무작정', '빨래', '과거', '고정관념', '확', '세탁', '후', '향', '나야', '줄', '생각', '그', '동안', '세제', '범벅', '옷', '온', '가족', '마음', '이제', '리큐', '진한겔', '알카', '파워', '액체', '세제', '덕분', '우리', '가족', '옷', '빨래', '수', '다행', '리큐', '진한겔', '알카', '파워', '세제', '이용', '손', '빨래', '거나', '애벌', '빨래', '해도', '피부', '자극', '후', '느낌', '순딩순딩해', '천연', '자연', '성분', '우리', '집', '행주', '세탁', '일반', '가정', '배정', '거의', '매일', '세탁', '식탁', '후', '행주', '양념', '음식물', '흔적', '기름기', '잔뜩', '적', '정량', '조금', '양', '세제', '습관', '애경', '리규', '진한겔', '액체', '세제', '사용', '습관', '행주', '세탁', '후', '빨래', '행주', '기분', '애경', '리큐', '알카', '파워', '진한겔', '액체', '세제', '덕분', '빨래', '대한', '스트레스', '해결', '걱정', '한시름', '더구나', '세제', '성분', '안심', '성분', '그릇', '물기', '거나', '식기', '안심', '행주', '외', '속옷', '수건', '외출', '복등', '모두', '사용', '작업복', '먼지', '기름', '때', '옷', '옷', '빨', '지금', '사용', '섬유', '유연제', '남아', '이번', '때', '구입', '다음', '애경', '산업', '섬유', '유연제', '구입', '사용', '리큐', '진한겔', '알카', '파워', '액체', '세제', '사용', '섬유', '유연제', '예상'", ,instagram
8,액체세제,2019년 8월 20일, ,"운동 226일차...월욜, 국내택배 개봉박두!ㅎㅎ여름이고, 운동하느라 빨래가많아서세제가 감당이 안되서 8L 대용량 2통 구입~주문한지 9일만에 옴...드럽게 느려 터짐!#다이어트 #근육량늘리기 #식단관리 #식단조절 #식이요법 #체중감량 #체지방감량 #헬스 #헬스타그램 #언박싱 #UNBOXING #박스까기 #택배 #국내택배 #액체세제 #대용량 #테크","'운동', '월욜', '국내', '택배', '개봉', '박두', '여름', '운동', '빨래', '세제', '감당', '용량', '통', '구입', '주문', '한지', '옴'", ,instagram
9,액체세제,2019년 8월 19일, ,"몇주 전에 간편한 종이세제? 를 구입해서 세탁을 했는데 너무 편하더라구요 ㅎ 이제 캡슐세제를 한번 써볼까 하고 알아보던 중구성도 좋고 상품평도 좋아 저도 사용하다가소개 해드려요👍🏻 #캡슐세제 설명 드릴께요 ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀ ⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀✔️HAVE A GOOD TIME 캡슐세제북유럽감성에 잘어울리며 섬유유연제가 필요없는 세탁세제#캡슐세제_헤브어굿타임⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀✔️가격2만원도 안되는 가격으로 진행중 DM 또는 오픈채팅으로 문의 주세요🙏🏻⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀✔️구성예쁜 박스 패키지에지퍼백 3개에 15개 들어있으며총 45개 구성 이예요⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀6배 고농축 ,7중효소로형광 증백제 검출 X아기세제로도 사용 가능해요⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀섬유유연제 성분이 같이 함유되어 있어서향은 묻지도 따지지도 마시구여빨래후, 건조기 돌리고 향은 은은섬유유연성분이 있어따로 섬유유연제 없어도 좋다는💛⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀아이 어른 세제는 이제 하나로이기회 절대 놓치지 마세요!!!⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀✨배송기간 3-7일 소요 됩니다⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀⠀#캡슐세제공구 #캡슐세제추천 #아기세제추천 #아기섬유유연제 #르쥬르 #베라맘 #액체세제 #종이세제 #주부스타그램 #젊줌마 #주부9단 #집안정리 #빨래건조대 #건조기추천","'주', '전', '종이', '세제', '를', '구입', '세탁', '이제', '캡슐', '세제', '한번', '중구', '성도', '상품', '평', '저', '사용', '소개', '설명', '캡슐', '북유럽', '감성', '섬유', '유연제', '세탁', '세제', '캡슐', '세제', '헤브', '굿타임', '가격', '가격', '진행중', '오픈', '채팅', '문의', '구성', '박스', '패키지', '지퍼', '개', '개', '총', '개', '구성', '이예', '배', '농축', '중', '효소', '형광', '증', '백제', '검', '아기', '제로', '사용', '섬유', '유연제', '성분', '함유', '서향', '빨래', '후', '건조기', '향', '은', '섬유', '유연성', '섬유', '유연제', '아이', '어른', '세제', '이제', '하나로', '기회', '절대', '배송', '기간', '소요'", ,instagram
