,0
266,추천받고 구매했어요 향도 좋고 좋으네요 저렴한건지는 잘모르겠어요 헤프게사용되서 ㅎㅎㅎ
267,아주 만족스럽고 감사합니다 늘 이제품을 쓰고 있는데 언제나 만족스럽습니다추천드립니다
268,혼자사시는 분들은 무조건 사세요 ㅎ피죤안사도 얘가 냄새도 좋아서 이거 하나로 해결됩니다 ㅎ
269,빨래 깨끗해요퍼실의 향은 그닥 안좋아 하지만 어차피 유연제 쓰니까 괜찮아요 좋아요
270,후롤랄향싫어하는데 여기 제품 후로랄향은 거북하지않더라구요잘쓰겠습니다
271,항상 퍼실만 이용해왔는데 가격이 괜찮게 나와서 사게 됐어요항상 애용하는거라 좋아요
272,언제나 쓰는제품할말이없어요제가 항상 쓰는제품이고향도전 이게젤좋은거같아요
273,이상하게 향기가 안나구요 흰옷들이 다 분홍색으로 물들었어요 이거 정상인가요?
274,향도 은은하내요늘 쓰는제품이라 제구매 합니다이번에는 색상별로 구매해보았내요
275,마트에서사는 그거랑같아요입구를 테잎으로붙였는데도상품이 조금새서왔네요
276,기획전통해 정말 득템했어요ㅎㅎ 퍼실 제품력뛰어난건 알고 있으니깐요 ㅋ
277,제품은 딱 맘에 들어요다만 배송중 뚜껑이 완전 밀봉되지 않아서 흘러내렸어요
278,액체세제는 개인적으로 퍼실라벤더가 젤 좋아요은은하게 향도있고
279,기숙사에 있는아들이 좋아해요세제 찌꺼기도 없구 괜찮다고 하네요
280,일반용 두통이나 남았지만드럼전용 필요해서 바꿔봤는데그저그래요
281,향 지속력이 대단하네요 거의 섬유유연제 급인줄알겠습니다
282,아 이거 써봤는데 진짜 취향 차이이긴 해도 제 취향엔 진짜 별로인듯
283,상품 퍼실이 많이 사용하니까 신랑도 추천하고 잘써보겠습니다
284,퍼실은 사랑입니다하지만 예전보다 세척력 떨어진거 같아요 ㅠㅠ
285,제가 쓰고 향이너무좋아서 어머니집에도 한통 보내드렸습니다
286,나름 때도 잘 빠지고 약간의 향도 나는듯한데쓸만합니다
287,생각보다 괜찮네요소량만 넣어도 섬유유연제 기능도 좋구 ㅎㅎ
288,뚜껑에 덜어쓸수있어서 너무 편해요뚜껑만 따로 안파시나요?
289,향도 은은하고 적은양으로도 깨끗이 세탁되서 만족합니다
290,향이 정말 강하네요 실내건조해도 별냄새 안나는거 같아요
291,조금 세서 온거 같은데통 전체에 묻어서 미끌미끌거려여 ㅠㅠ
292,항상 쓰는 제품이라잘 쓰고 있습니다다음에도 구매할게요
293,향이좋아서 유연제 넣지않아도 세탁물의 향기가 살아있네요
294,조금 흘러나와 당황했지만 그래도 괜찮아요향이 좋네요
295,빨래세재중에 이게제일 좋은것같아여 쓴지3년도ㅑㅆ어요
296,순간 구녕 아래에서 나와서 첨에 살짝 흘림 이거빼면 다 아쉽
297,배송 넘 빨라요! 세제 향기 너무 좋아요 담에 또 재구매해요
298,가루가 아니라 액체여서 너무 좋아요 향도나서 좋습니다
299,엄청 업그레이드된줄은 모르겠어요 예전 쓰던 느낌입니다
300,항상 믿고 쓰는 제품이에요! 라벤더 향이 느무 좋습니당
301,라벤더향섬유유연제 안쓰고세탁해도 향 남아요 굿
302,샌다는말있어서 조마조마했는데 이상없이 잘받았어요
303,세척력도 좋고 향도 은은해서 우리가족 빨래에 적당해요
304,저렴 하게 잘샀는지 모르겠네요살때마다 다른것 같아서
305,세정력은 퍼실 딴제품이랑 비슷한듯향 많이 강함
306,ㅅ생각보다 향이 강하네요 섬유린스 냄새가 뭍혀버린듯
307,늘 사용하는 제품 입니다쿠폰으로 할인 받아 구매 했어요
308,향도 좋고 세정력이 좋아 자주 이용하는 제품입니다
309,라벤더 향이 많이 나서 개인적으로는 별루안좋았어요
310,퍼실퍼실 하는 이유를 알겠네요 아주 만족합니다
311,세제 투입구가 삐뚤어져 내힘으로 돌릴해도 안되네요
312,일반세탁기인데 드럼인거 못보고 질럿네요 ㅋㅋㅋㅋ
313,저렴하게 잘 구매했어요 배송 빨라서 완전 좋아요
314,받자마자 세탁 해보았습니다향이 좋으네요
315,아직 쓰던게 남아서 못써봤지만 괜찮을것 같아요!
316,이 제품은 재구매 향도 좋고 양도 많고 좋습니다
317,유연제가 굳이 필요없는 퍼실 좋아요
318,조금만써도 깨끗하게 잘 세탁되네요!만족해요
319,양 많고 세척력 좋고 무거운대 집앞까지 갖다주시고
320,냄새가 매우 좋고 저렴하게 구입할 수 있어서 좋아요
321,아주 만족스럽고 감사합니다 늘 이제품을 쓰고 있는데 언제나 만족스럽습니다추천드립니다
322,아주 만족스럽고 감사합니다 늘 이제품을 쓰고 있는데 언제나 만족스럽습니다추천드립니다
323,조아요조아요조아요 조아요조아요조아요조아요조아요조아요
324,좋은 가격에잘샀어요
325,좋아요
326,항상 쓰던 제품 감쟈합니다 
327,괜찮네요
328,좋은것같습니다
329,이거 좋아여 냄새도 굿
330,만족합니다
331,좋아요 배송 빠르고!
332,향이 완전 조아요
333,향기 굿
334,너무좋았습니당ㅎㅎ
335,싸게 잘샀어요
336,향도좋아 늘 이걱만쓴답니당
337,싸게 구매한거 같아요
338,역시 퍼쉘이 젤 좋네요
339,이것만사용해요
340,늘 쓰던거라 말이 필요없네요
341,퍼실굳
342,양 많고 좋아요
343,첨 써보는데 꽤 꽨창ㅎ네요!!
344,세탁질됩니다
345,계속 써왔던 제품으로 좋아요
346,늘 쓰는제품이라 한번쓰니 계속 써져요
347,가격대비 만족합니다
348,좋아요ㅋㅋㅋㅋㅋㅋㅋㅋ
349,좋아요 ㅎ
350,믿고 삽니다
351,향 좋아요 세척력도 나쁘지 않아요
352,늘 쓰던 퍼실 만족합니다
353,퍼실제품이 다 좋네요
354,요것만써요향도좋구세척력도좋은듯
355,냄세는 좋음
356,섬유유연제 안 써도 돼서 좋아요
357,늘 쓰는 제품 
358,좋아요
359,좋아요
360,잘쓸게요
361,좋아요
362,퍼실 좋구요 배송 빠르구요
363,조금만 넣어도 되고 향도좋아요
364,여름이라 향기가 있는 제품으로 선택해 봅니다
365,향도 좋고 양도 많아서 좋아요 잘쓸께요
366,재구매후잘써요
367,가격이 착하고 향이 좋아요
368,매번쓰던거라주문했어요마니파세요
369,가격대비 최고!!
370,저렴하게 구입해서 좋아요 다 쓰면 또 사려고요
371,좋아요
372,향기도 좋고 최고의 물비누입니다완전 최고!!
373,향기?냄새?휴
374,향 좋아요 만족
375,언제나 늘 퍼실확실한 퍼실때가 쏙 퍼실
376,그냥 그래요
377,늘 쓰던제품이에요
378,집들이 선물로 보냈는데 맘에 들어하네요
379,너무 잘 세탁되어서 좋아요 ㅎㅎㅎ
380,향이 이상해요 양말 세탁할 때만 사용합니다
381,향이좋아여
382,향이 강하네요
383,좋아요
384,향도 좋고 가격도 좋아요
385,때잘지고 향기조아요
386,좋아요ㅜㅜㅜ!!
387,향도 좋고 세탁1등 이네욤 감사합니다
388,향기가좋고세탁력이좋아요
389,좋아요
390,늘 쓰던거라 젛아요 향도 멈에 들구요
391,퍼실 세탁력좋고 향좋아요
392,색깔도 이쁘고 냄새도 좋네요!!
393,항상 퍼실만 사용중입니다
394,잘받았어요 관찮아요
395,섬유유연제안써도되서넘좋아요
396,다 흘려서 와요
397,향이 오래오래 남아서 계속 주문하고 쓰고 있음
398,항상 사용하는 퍼실입니다
399,좋아요
400,향이 좋은것같습니다
401,좋은제품을 싸게사서 좋아요
402,퍼실이요
403,Its smell so good
404,찬물에도 잘빨리고 조아요
405,좋은향
406,배송 빠르고 빨래 깨끗 향 솔솔 짱
407,냄새가 내취향이아님
408,항상써오는거라
409,쓰돈거라 좋아요
410,향이 강하고 좋음섬유유연제 향을 덮을정도
411,좋습니다
412,세제만 넣어도 향기가 솔솔입니다용
413,진짜 인생세제향이 너무 제취향이에요
414,항상 이제품만 씁니다 굿굿
415,향이 좋아요
416,좋습니다
417,향이 끝내줍니다
418,좋아요! 딱 좋아요
419,좋아요
420,좋아요
421,포장할때 조금 신경 좀 쓰면 좋겠는데 
422,항상 사용하는거계속 사용할거
423,원래 쓰던거
424,향이 좋네요
425,향도 좋고 너무 좋아요
426,늘 쓰던거라
427,향도 좋고 상쾌해요 이것만 써야겟어요
428,향도 좋고 재구매합니다
429,길게 쓸필요없이 이름값 하네요 좋아요
430,굿굿 칼배송좋아요
431,물세재 쓰다 가루 세재 못쓰겟어요 좋아요
432,향기지속력이 좋아요ㅎ
433,때가 안 빠져요
434,항상 쓰던거에요유연제 안써도 향이 좋아요
435,잟쓰고 있네요
436,향이 오래감너무좋음!
437,향도좋고 찌든때도 잘지내용
438,좋아요지속적인 이용하고 있습니다
439,향이너무좋네요
440,좋아요 향
441,좋아요
442,세정력도 좋지만 남는 향이 좋습니다
443,김남주언니에게 새삼 고마움ㅋ 빨래잘됨
444,향도 좋고 대용량이라 좋아여
445,너무 좋아요
446,역시백문이 불여일견이네요
447,때가 더 잘 빠지는 것 같아요좋아요
448,향도 좋고 잘 세탁되는것 같아요!!!
449,늘 쓰던 제푸입니다 편하게 잘 사용해요
450,만족해요
451,항상 구매하는 상품입니다
452,늘 쓰던제품입니다잘쓸께요
453,향좋아요
454,통돌이인데 드럼용사버힝 ㅎ
455,빨래 때가 잘씻겨나가 쓰기에 딱이예요
456,세탁 후 향도 괜찮고 오래남네요 좋아요!
457,색상도 냄새도 좋아서 재구매했습니다
458,저렴하게 잘삿어요
459,기존에 쓰던제품여전히 좋아요
460,향도 좋고 좋습니다!
461,좋아요
462,대 만족
463,좋아요 향도 은은하고 지속력도 괜찮아요
464,세탁 세제는 항상 퍼실만 ㅆㅓ요
465,향도 좋고 애용하는 제품
466,향이 좋아요
467,늘 사용하는 세제입니다 좋아요
468,역시나 좋네요
469,늘 쓰던겁니다
470,괜찮은거같아요
471,늘 좋아요 항상 쓰던 제품
472,드럼세탁기용무난하게 사용 가능은은한 향이 남
473,향도 진하지 않고 좋아요국민 세제
474,오래 누워잇엇는지 조금 세엇어요 ㅠㅠ
475,굿 저렴한 가격에 잘삿어요
476,향이 진해서 좋아요
477,좋아요
478,향도 좋고 깨끗해지는 느낌이예요
479,적당한 향에 적당한 가격 만족합니다
480,흰옷 새탁 잘되는것같아요!
481,늘쓰던 라벤더퍼실 싸게 잘샀어요
482,향 좋아요 사용 하시던 분들은 재구매할듯
483,품질은 좋은데 가격이 더 내렸으면 해요
484,좋아요
485,처음 구매입니다세탁력좋을거라 기대해봅니다
486,항상 쿠팡이용합니다 그런데 이번에 이게먼가요 세제를 테이프하나발라서 다 넣어 배송하셔서 비닐안이 엉망이네요 세제가넘쳐 다른물건까지 흠뻑젖었고 화장솜은 입구가 터져 안까지 들어갔어요 퇴근하자말자 열어보고 기함 씻고 껍질벗기고 그대로 반송할것을!!평소엔 필요없는것도 뽁뽁이 싸주시더니 이번엔 정말 엉망이네요 알아서 세제는 근처에서 사란말인거죠 실망입니다
487,배송까지가 판매자의 책임인거 아시죠?나는 하자없는 상품 똑바로 싸서 잘보냈는데그 다음에 잘못된건 내 책임이 아닌데? 라는 생각을가지고 계신건 아니리라 믿습니다상품의 질은 둘째치고이런식으로 배송하시면 어쩌자는겁니까?빨래하기전에 제 손부터 씻게생겼네요제가 하자있는 상품을 받아도 귀찮아서 반품안하는 편이라 그냥 쓰긴하겠지만이런식으로 배송한 것에 대한 사과는받아야겠습니다그게 판매자로서의 도리아니겠습니까?
488,어떻게 배송을 했길래 다 깨지고 터져서 난리도 아닙니까 지인 집들이 선물로 보냈는데 치우느라 일만 더 만들어서 미안하게 생겄네요
489,세제는 향도 좋고 거품도 아주 잘나네요 덕분에 현관 청소에 주차장 청소 까지 ㅡㅡ저기에 사람이 미끄러져서 넘어져야 여기 쿠팡은 책임질라나 모르겠네요 내가 치우는게 아니라 넘어질걸 그랬나요? 쿠팡맨이 사고 쳤으면 치우고 갔어야지 그냥 쌩하고 도망가나요? 사과 할거면 똑바로 하세요! 문자 딸랑 한통 어이없네요
490,왜 다 질지세서오죠??????? 흐른만큼 환불해줄거 아니시잖아요교환일텐데 ㅡ 시간버리게 포장신경써주세요 저 투명봉투안에 끝입니다
491,배송이 이게 뭐죠거실 바닥에 세제 다 세고 와서 그대로 가져가세요
492,배송이 잘못된건지출하할때부터 문제가 있었던건지퍼실세제의 뚜껑이 비스듬하게 닫겨있어서포장된 비닐속이 흥건하게 흘러있었습니다재구매하고싶지 않습니다
493,뚜껑이 깨져서 왔네요부탁받고 주문한건데 교환신청합니다교환되서 오는 제품은 제대로 된 제품 잘 포장해서 보내주세요
494,상품이 불량인지 배송을 제대로안해주셨는지 퍼실이 줄줄 새서 왔어요 같이온 우유에도 다 묻을만큼 많이 샜네요청소하고 닦느라 힘 뺐네요
495,모서리 한방 찍혀있지만 파손까지는 안되서 다행입니다제품 뚜껑이 최초 밀봉된 상태가 아닌건지 바로 열리고 표면에세제가 조금 샜었는지 미끄덩 거립니다다 터져서 왔던 리뷰도 보이던데 그건 배송과정마다 다른거 같고제품은 아주 좋아보입니다
496,언제나 퍼실광고 신상품ㅋㅋㅋ그전엔 박스로 주문했는데파손되서 온후론 하나씩 주문함택배 여사님이라 기사님이 여자분힘드거신 같아서ㅋㅋㅋ여자가 4개들이 한 박스들기는 무겁거든요언제나 퍼실 쓰니까 잘쓰겠음당
497,최악 뒤처리하느라 사진도 못찍었네요 최악중에 최악뚜껑은 깨져서 훤히 보이는 비닐에 세제 삼분의일은 다 세어왔는데 그대로 문앞에 똑바로 세워놓고가셨네요양심은 있으신가요조금씩 세어나온경우는 많았는데 이건 원험한말만 나오네요별은 무슨 
498,상품뚜껑부분불량으로 다 세어왔어요검수를 해주세요
499,빠른 배송 감사 드립니다다른상품과 같이 주문했는데박스가 젖어 있어서 봤더니세탁세제가 새서 비닐 안이 다 미끌거리고포장도 비밀로만 되어서 왔네요교환하기 귀차나서 그냥 쓰지만 다음엔깔끔한 포장과함께 부탁 드립니다
500,항상 구매하는데 한번도 내용물이 쏟아진적이 없는데 이번에는 쏟아졌어요포장에 신경써야겠어요
501,원래 이만큼만 담겨져서 오는게 맞나요??
502,뚜껑에 테이프만 붙여줘도 안새고 올텐데 말이죠내용물 질질 다 새고 도착했네요
503,제품은 좋은데 맨날 주문할때마다 터져서 오나요!!!!?쫌 안전하게 뿅뿅이나 깔거나 빡스 딱맞는거 쓰면 안됩니까????치우기도 짜증나요 진짜배송 받을때마다 짜증남 그냥 마트가서 편히 안전한게 사는게 훨낫겟내요 먼 제품을 박스에 덩그라니 넣습니까???지금 23번 주문햇는데 다 터져서 왔어요반품할시간이 없어서 지금까지 그냥 썻는데 집앞 치우는것도 이더위에 빡친다고요 생각좀하고 포장하세요 쫌
504,배송시에 뚜껑이 덜 닾혀서 속에 있는 액체 다 흘러나오고 장난아니네요다음 배송부터는 좀 더 신경써 주셨으면 합니다
505,세제가 줄줄새서 왔네요통도 세제새서 미끌미끌해져서 한번 씻었어요어디깨진건가 뚜껑이 잘못잠겼나 모르겠지만샌 양이 별로 안돼도 기분 더럽네요
506,완충제 전혀없이 비닐 포장만 포장좀 잘해서 보내주지 역시나 용기 겉표면과 밑바닥으로 다 흘렀네요
507,다른 사람들은 뾱뽁이에 싸서 보내주시더만저는 그냥 비닐에 싸서 상품이 왔네요안에 액상제품도 너무 샜어요아래 사진은 배송 된 상태입니다 박스 위에 비닐올려져있고 안에 제품 보이시죠?귀찮아서 그냥 닦아쓰렵니다다시는 여기서 안사요
508,다른사람들은 뽁뽁이로 포장도 되어있고하던데뽁뽁이는 커녕 뚜껑도 제대로 안닫혀있어서 제품 다 새서 왔네요 귀찮아서 반품안하고 그냥씁니다향이랑 세척력은 좋습니다계속 주문할꺼니 다음에는 신경써서 부탁드립니다
509,깨지지않고 잘 왔네요 고맙습니다 빨래 잘 할게요
510,포장잘해보내주시면 좋겟네요 세제가 흘러나왓어요
511,배송 빠르고 좋고 냄새도 좋고 다 괜찮은데 질질 새서 와서 오자마자 닦느라 힘들었어요 ㅡㅡ 빨래 다섯번 정도 할 양은 샌가같아요 짜증남이게 정량은 아닐텐데 좀 더 꼼꼼히 포장해서 보내주세요
512,배송이 세제가 다 새고 배송이 너무 불만 많았습니다
513,배송도 빠르고 너무 좋았는데 완충제 하나 없이 배송 된 점이 너무 아쉬워요 다행히 깨지거나 그런건 없었어요 그래도 빨리오고 항상 쓰던거라 너무 좋네요! 잘 쓸게요
514,배송상태가 영비닐봉투에 딸랑 넣어 배송됐는데요찌그러져 있고 깨진건 뚜껑이 열렷던 건지세제가 봉투안에서 샛더라구요배송원을 프리랜서 식으로 하면서 배송상태가 엉망인 경우가 종종있는거같아요 그래도 바로 교환신청하도 다음날 교환 재배송 받았어요!
515,터져서 왔다고 써 있는 후기가 많아서 걱정 엄청 했는데 새지도 않고 안전하게 잘 왔어요 기사님께서 친절하게 직접 전달해주고 가셨어요 감사합니다
516,세제 만족도 좋아요 다만 세제가 다 흘러서 왔네요애초에 뚜껑이 열려있었던것 같은데 물품 발송할때 검수에 조금 더 신경써주시길 바랍니다
517,배송상태가 별로였어요 뜯자마자 향이 나길래 향이쎈건가햇는데 다 제품 다 흘려잇고뚜껑도 조금 오픈된 상태 마치 누가 사용한것 다시 배송을 해주신건지상품은 워낙 향도 좋고 다른 세제보다 좋은데 배송이 문제인지제품이 문제인지 아쉽네요!
518,배송 빠름근데 다 세어서 와서 다시 닦았어요반품 상품은 아닌 거 같은데원래 밀봉이 완벽하게 안되어있는건지냄새는 좋아요
519,로켓배송 제품을 3일만에 받았네요마트에서 사서 쓰려다 로켓배송이라 주문한건데그리고 제품포장도 에어캡도 아닌 비닐포장 하나가 전부네요다행히 제품은 깨지지 않았지만 이번 배송은 그닥 만족스럽지 못하네요
520,이게 뚜껑자체가 오픈형이라 배달시에 똑바로 세워서 와야 안 흐르는데 옆으로 뉘여도 흘러선 안되지만 이 부분은 기사님들께 판매자가 명시를 해야할 거 같아요 배송온 걸 바로 발견해서 다행히 많이 흐르진 않았어요
521,너무합니다너무합니다 당신들 너무합니다액체가 새어나와 박스가 다 젓고 난리요2개 구입했는데 2개 모두 새어나와 난리 였어요너무합니다후기글 보았는데 혹시 하고 주문했는데 역시나 모두 새어나와요
522,항상 쓰는제품 세서 온다는말이 있어 걱정했으나 역시나 ㅠㅠ 엄청 세거나 깨지거나 하진않았지만 그래도 세서 향이 폴폴 결국 뚜껑이랑 씻었네요ㅠㅠ 배송만 잘 신경써주시면 좋을듯합니다
523,그냥 달랑 투명비닐에 넣어 배송하면 당연히 문제가 생길거 아실텐데 그렇게 보내셨더라구요다행히 깨지진 않았는데 꽤 새서 왔어요 세제라 계속 미끈거리는 느낌이 나네요그거 이외엔 괜찮아요
524,아직 써보진못했지만 배송이나 제품상태는 매우 양호햇음
525,생각한것보다 냄새도 좋고 배송도 하루만에 왔습니다
526,배송 빠르고 살짝 흐르긴 했지만 안전하게 잘 왔어요
527,개터져서옴 왜터져서오는지모르겟는데개난리 하
528,상품은 항상같은제품사용하고있지만 제품도 배송도 너무허마고 어이업습니다 거지도아니고 어쩌면 이럴수있나 싶을정도로 ㅠㅠ 너무실망이네요
529,별하나도 아깝습니다상품은 사용해봐야 알겠지만 사용하기 앞서 배달관련 이야기를 하고싶네요내용물 반절은 비닐에 흘러 정말 화부터 나네요
530,세제가 터져서 왔어요 다른상품이랑같이 배송왔는데 불행인지 다행인지 라면이라서 다행인듯 하네요 세제가 많이 새지는 않았고 다행인거같네요
531,약간 새었네요 용량이 조금 줄어서 반품할까 하다가 이 무거운거 배송해주신 쿠팡맨 힘들까봐 그냥 씁니다 통 한번 씻어내고 사용합니다
532,분명 2개 샀는데 왜 1개만 왔나요?혹시나 하고 아무리 기다려도 오지않네요?나머지 빨리 보내주세요상당이 기분이 안좋으네요
533,쓰던제품인데 이번엔 터져서 와서 교환신청했네요이런제품은 배송시 각별히 신경써주세요제픔은 좋아서 추가구매한겁니다
534,배송을 눕혀서 해주는 바람에 세제 안에서 다흘림마개불량인지 아니면 이런걸 눕혀서 포장한 사람 잘못인지
535,세탁세재가 급하게 필요해서 주문했는데 뚜껑이 열려서 내용물이 흐름 ㅠㅠ 가격이 많이 싸지도 않고 포장도 엉망입니다
536,배송 빠르게 잘 받았어요 무려 반나절만에 받으니 감격했어요 제품도 사용해보니 좋고 앞으로도 자주 이용할듯
537,뽁뽁이도없이 박스에 눕혀져왔어요 세제가 새어나왔는데 그나마 깨진게아니라 걍 사용해요 포장 신경좀써주세요
538,상품 자체는 좋아요!냄새도 좋고 세정력도 괜찮고근데 배송 중에 던져서 그런지 뭔지많이 새서 왔더라구요 ㅠㅅㅠ
539,배송잘받았습니다포장 꼼꼼하게 뾱뾱이로 감싸져서 세지않게 깨끗하게 포장되어서배송됐습니다 감사해요 
540,배송이 빨라 너무좋았어요빨리오지 않으면 마트에사러 가야하나 걱정했는데품질은 항상쓰던거니까 좋아요
541,다 셌네요배송이왜이러는건지세고 상품평보니 이런글들이많아요교환신청합니다무료교환되는거죠???
542,품질은 좋아서 계속 쓰고 있어요배송되었는데 세서 와서 한컵은 엎질러진게 되서치우느라 혼났어요ㅠㅠ
543,평소에 좋아하던 거라 재주문했는데이번에 포장이 좀 부실해서 그런가새서 왔어요 별 하나 뺍니다
544,상품자체 품질은 정말 최고예요늘 쓰는거니까다만 매가가 밀봉안되 흐르게 배송온게 속상해요
545,처음 샀는데 조금 세어나온 상태로 배송이 왔네요 겉에 닦아내느라 좀 신경썼네요 터진건지 뭔지
546,이 무거운걸 품에 꼭 품고 소중하게 배송해주셨는데너무 감사해요늘 안전운전하시구 힘내세용
547,전날 오후 11시에 구매했는데 다음날 오후 3시에 도착하네요! 엄청 빨라요 ㅎㅎ 잘쓰겠습니다
548,상품평에 세제가 흘렀다고 봐서 주문할 때 망설였는데 포장 깔끔하고 온전하게 잘 받아서 좋네요
549,배송이 쓰레기네요 다 터져서 와서 포장뜯자마자 흘러나와서 마루바닥을 한참 닦았습니다 ㅡㅡ
550,세제야 뭐생필품으로 소모품이라 빨리오고 쓸수 있다면 되는거아니겠어요?ㅎ
551,제품이 다 흘러나와서 배송되서 좀놀랬네요 다음부터는 주의해서 보내주세요
552,총알배송 완전만족합니다배송료무료 이벤트해서 무료서비스로 하면 좋겠어요
553,역시 바른 배송에저렴한 가격에 좋은 제품을 구매했습니다감사감사
554,배달최고 포장도꼼꼼했어요 저번엔 쏟겨줘서왔는데이번엔 꼼꼼하게잘도착
555,새서왔어요 ㅜㅜ뚜껑확인 제대로해주세요 늦게발견했음
556,뚜껑쪽에서 세제가 흘러있구 안에 포장상태가 너무 허술합니다
557,드럼용 세제 입니다잘 쓰고 있습니다배송 빠르고 좋아요
558,세제액이 새는 상태로 배송교환하려다 물로 씻어서 사용중
559,품질은 좋지만 배송시 세제가 새서 고생했습니다
560,빠른 배송 좋습니다다만 포장 상태가 아쉽습니다
561,배송도 빠르고 제품도 이상없이 잘 배송해주셨습니다
562,배송중 살짝 파손같이온상품까지 씻느라 손다버림
563,새지않고 뽁뽁이로 튼튼하게 잘 포장되어왔습니다!
564,늘 사용하는 제품로켓배송 되는걸로 주문해요
565,감사합니다 처음 주문 햇느데 맘에 들어요 감사해요
566,포장도 튼튼하게 잘왔네요!내일 빨래를 부탁해
567,내용물이 훌러 나왓네요
568,배송도 빠르고 향도 좋아요
569,자주쓰는 세제라 별 의심없이 씁니다
570,빠름빠름 ㅎㅎㅎ
571,배송빨라요 최공
572,아니 터져서 왔는데 보상해주세요
573,상품 잘 받았습니다빠른 배송 굳굳
574,배송 빠르고 좋아요
575,배공 엄청빨라요 ㅎㅎ
576,퍼실은 처음 써봄 배송이빠름
577,샛어요
578,아직 사용은 안해봤지만 배송상태는 좋아요
579,배송빠르고 좋네요 잘쓰겠습니다
580,배송 빠르고 잘받았습니닿ㅎㅎ
581,ㅜㅜ 두개 시켰는데 1개만 왔내요
582,정기배송2년째
583,빠른배송 잘받았습니다
584,다흘렀네요하
585,빠른 배송 감사드립니다!
586,향도좋고 빠른배송 한방울도흐르지않고왓위요
587,상품포장과 배송 다 만족합니다
588,안터지고 잘도착
589,빠른배송
590,깨끗해요!
591,배송도 빠르고 좋습니당
592,빠른배송에 감사요
593,향기도 좋고 배송도 엄청빠릅니다!
594,빨리 와서 좋아요
595,배송도 빠르고 용량도 많고 좋아요
596,항상쓰던거 빠르게잘받았네요
597,너무많이 새서 줄줄흘러왔습니다ㅡㅜ
598,배송빠르고 좋네요
599,배송도 빠르고 상품도 기대 이상입니다
600,배송 빠름 향 강해서 좋음
601,빠른배송 감사합니다
602,터져서 왔어요
603,잘쓸께요 하루만에 배송되고 좋아요
604,로켓배송굿
605,좋아요 ㅎㅎ 쿠팡배송 진짜 최고입니다ㅠ
606,잘샀다생각했지만 배송이 쩝ㅡㅡ
607,배송빠르고좋아요
608,빠른배송감사합니더
609,배송도 빠르고 좋아요
610,다 새서 왔어요 ㅡㅡ
611,빠른배송 좋아요!!!
612,배송도 굿 제픔도 굿입니다
613,다 흘리고ㅡ묻고ㅜㅜ속상하네요
614,빠르고 좋아용 ㅋㅋ
615,빠른 배송 감사합니다 포장도 만족
616,좋아요 배송이 빨라요
617,언제나로켓배송은 최고입니다
618,새벽배송인데 오후4시넘어서 왔네요
619,감사
620,빠른배송 그치만 ㅜㅜ 세제가흘러샜어요
621,배송도 빠르고 상태 좋네요
622,저렴하고배송 빠르고끝
623,쓰던제품이라믿고구매했네요
624,싸고 배송 빠르고 좋음
625,세제가 세가지고 ㅠㅠㅠㅠ 질질질
