,0
215,2번째 구매 세재 헤프게 써서만족해요
216,요즘 창문을 열지 못해서 구매 했고 기대 됩니다
217,가성비 좋아요
218,실내건조시 꿉꿉한 냄새 제거에는 상당히 좋음
219,싸게 잘 구매한거 같아요좋습니다
220,저렴하게 잘 샀어요
221,좋아요
222,이제 도비는 깨끗한 옷을 입을 수 있어요
223,실내에서 잘 마르는데 세정력 그닥
224,다만족햇음 가격대비 정말짱
225,좋은거 같은데 꿉꿉한 여름에 써봐야 알겠네요
226,떼 잘빠져요 얼룩도
227,가격대비 가성비 짱
228,좋아요
229,테크 실내 건조 냄새 제거 잘 쓰고 있네용
230,세탁이 잘 되네요리필형이 싸고 좋아요
231,매우만족입니다
232,냄새를잡아줘 잘 사용하고있어요
233,좋은후기에 구매합니다
234,양많고 저렴하고 빠른배송 최고네요
235,실내건조는 역시 이 제품이죠
236,쉰내 안나서 좋아요담에 재구매 할게요
237,일반용인데 드럼을사용했네용
238,좋습니다
239,잘 빨립니다 냄새 조아용
240,저렴하게 잘 구입했어요
241,좋아요
242,원래 쓰던거 시킨거라 별다른 평 할게 없음
243,이것저것 다써봐도 저는 이게조아요
244,가성비 굿!
245,전 이것만 씁니다 ㅎㅎㅎ
246,좋아요
247,좋아요
248,두번째 사는 상품
249,실내에서 건조해도 빨래냄새 안나고 좋아요
250,양많고 저렴해서 좋아요
251,보통입니다
252,세척력이 좋은진모르겠어요너무 물처럼 줄줄줄
253,세제에요
254,좋은가격에 많이 샀습니다
255,전 이것만 사용해요옷에 냄새도 안 나고 좋아요
256,실내건조는 테크가젤난거같아요
257,너무 좋아요
258,싸고 좋아요
259,그냥 좋아요마트보다 저렴합니다
260,배송최고 할인쿠폰으로 가성비도 최고
261,빨래덜말랐을때 나는 꿉꿉한 냄새없어요
262,좋아요 굿굿
263,맘에들어요
264,좋아요 실내에서 말려도 냄새 안나요
265,항상써요 아ㅡㄴㅎ내나츄ㅡ밎
266,좋은가격에 산것 같어요
267,냄새도 좋고 괜찮네요!!
268,착한 가격에 별 다섯개!
269,사용하기 편해요
270,좋아요
271,좋아요
272,빨레를 실내에서 건조시키는데 지난번에 이제품을 써보니 꿉꿉내도 안나고 세탁상태도 좋아서 리필용으로 재주문했어요 ㅎㅎ리필용이 가격도 더 저렴하고 수량도 많아서 주문했고배송시 박스포장으로 꼼꼼하게 포장되어 와서 세거나 터지는일없이 잘받았어요!!오래쓸것같네요ㅎㅎ
273,부재시 1층 오른쪽 실외기 뒤쪽 에 놓아달라했는데 다른집에 가져다 놓으시고 사진을 찍어 보내셨더군요 로캣배송이 좋긴하지만 ㅠㅠ 사진속장소 찿느라 얼마나 동네를 헤집고 다녔는지 ㅜㅜ 세제다보니 상자무게도 있었구요 결국찿긴했습니다만 상자옴기는것도 만만치 않았구요 마니 멀진않았지만 한번도 이런적이 없었는데 첨이라 당황스럽습니다 다음엔 이런일이 없도록 주소재확인 확인 후 배송 요청드립니다 
274,쿠팡 역시 배송 빠르고 안전하게 도착 했어요세제는 저렴하고 합리적이라 구매했습니다 잘 쓰고 있습니다
275,배송해주신 쿠팡맨이 최고 제품이야 어디가나 있는거고 추운날 고생하신 쿠팡맨 감사합니다
276,늘믿고쓰는거좋은가격에 구매했네요무거운데집앞까지배송해주시고감사합니당
277,정말 배송이 빠름니다 아직 사용은 하지 않았지만믿을수 있을것 같습니다 감사합니다
278,터진거없이 아주 잘 받았습니다쿠팡맨님 배송진짜 잘 해주십니다잘 쓰겠습니다
279,마트에서 사는것보다 훨씬 저렴하고무엇보다 로켓배송이라 빨라서 좋습니다
280,박스에 잘 포장되어 왔어요 자주 사용하는거라 저렴히 잘 샀어요
281,다음날 바로 받아봤어요 배송도 빠르고 가격이 너무 저렴하네요
282,잘 사용하고 있어요만족해요배송도 심하게 빠름빠름
283,배송 빠르고 양많고 좋아요
284,배송도 빠르고 가격도 저렴해서 좋아요
285,잘받았숩니다
286,빠른배송 너무 좋아요
287,깨끗해요
288,배송빨라요
289,배송빠르고 상품 안전히왔으요
290,무거운건 택배로시켜야죠
291,저렴하고 빠른배송 좋아요
292,배송올꺼라는 날보다 빨라서 넘 좋았어요
293,상품도 배달도 만족이요
294,배송 포장 상태 좋아요
295,배송 빠르고 할인해서 싸게샀네요
296,싸고 빠른배송 감사해요
297,배송이 정말 빨라요
298,빠른배송 쿠폰할인까지 굳!!!
299,세제 가격이 착하고배송도 빠르고 너무 좋아요
300,빠른배송 감사해요잘쓸께요대박나시고요
301,빠른 배송 젛아요 상품도 만족
302,수량 정확하고 배송빠르고
303,조아요
304,두 번째 구매합니다저번에는 통이 필요해서 통으로 하나 샀고이번에 리필 구매합니다진짜 실내건조했을 때물비린내가 현저히 줄었어요몇 달 동안 아예 안난 것은 아니었고한번정도 ? 났어요하지만 전에 쓰던 세제랑은 비교도 안될 만큼거의 물비린내 없다고 보시면 됩니다정말 괜찮다고 생각해서다시 구매합니다또 구매할 예정입니다
305,베란다 없는 좁은 원룸에서 실내건조만 하고 있습니다 그러니까 환기도 잘 안 되고 특히 장마철에 집안을 아무리 청소해도 꿉꿉한 냄새가 나서 미칠 노릇이였습니다세제는 그동안 퍼X 액x 리x 등을 써오다가 이걸로 정착했습니다세척력은 비교를 잘 못하겠는데이건 확실히 냄새가 안 납니다 세제 원액 자체에선 좀 쓴 향톡쏘는 독한향이 나는데 이거 때문에 빨래에서 꿉꿉한 냄새가 안 나는 거 같아요1년 가까이 이 세제에 정착해서 쓰고 있습니다 워낙 냄새에 민감한 편이라서 어지간하면 이것만 쓸 것 같네요원룸에서 실내건조한다면 꼭 사세요 두 번 사세요
306,와!예전에 진한 내이비색 통일때 써보고 너무 좋았던 기억에같은제품 아무리 찾아도 없기에 ㅠㅠ테크찾아볼 생각은 못하고 같은색통만 열심히 찾았어요ㅠ단종된 줄 알고 이것저것 써보다가이게 같은 제품이란걸 알고 얼른 주문했어요!!퍼실 기본 유니버셜 유칼립투스도 써보고 타이드 스포츠도 써봤는데이상하게 수건을 세탁해서 실내건조하면첫 세탁엔 못느끼다가 어느 순간부터 꿉꿉한 냄새가 나더라구요 ㅠ심지어 건조기 건조도 해봤습니다ㅠ다시 이제품 받자마자 1회 세탁했고 현재 냄새없습니다 !!ㅎ건조하고 맑아진 날씨탓인지 ㅎㅎ꾸준히 더 사용해보고 추가후기 올리겠습니다!!일단 가격면에서 반값이므로 더 만족!
307,운동을 자주해서 옷에 땀에 절어서 바로 세탁해도 땀내가 배기는 경우가 종종 있었는데 이번에 세제를 이 제품으로 바꾸면서 옷에서 쉰내가 단 한번도 안나서 너무 좋습니다굳이 많은 양의 세제를 넣지 않어도 깔끔하게 잘 세탁되고 냄새도 너무 튀지 않아서 만족합니다
308,맨날 쓰는 세제입니다똑 떨어져서 구매했어요4개라 넉넉히 오래 쓰고요리필이라서 재활용 버리기 편리해요유연제 안넣고 세탁해도냄새같은거 없어서 계석 제품만 사네요그리고 세탁조도 가끔 청소하구요세탁조 청소 안해서 냄새나는 경우도 많다니가끔 해주니 덜 나요얍!!!
309,22살 남자  자취중입니다 집에 빨래를 널어놓고 출근하고 퇴근하고 집에와서 빨래냄새를 자주 맡고하는데 바꾸기전엔 가루 세제 사용했는데 곰팡이 냄새 쉰네 휴이번에 이걸로 바꾸고나서 옷에서 좋은낸새가 오래가고 팡이팡이곰팡이 냄새가 사라진듯합니다 혼자사시는 남자분들 옷에서 쉰내 곰팡이 냄새 나는분들 구매해보시길 권유하고싶네요 가격도 혜자아닙니까 ? 좋네요
310,쿠폰적용제품이라구매했는데가격대비잘산것같아요저희집이주택3층이라배송기사님이많이힘드셨을테데그럼에도불구하고터진거없이잘갖다주셨어요인증샷도찍어주시고그날비도많이왔는데하나도안젖고던져놓고가지않아로켓배송시킬만하네요b ㅎㅎㅎ기능면에서는잘모르겠지만나쁘진않아요섬유유연제들이잘나오니까실내에널어도그닥안좋은냄새가나지않으니저렴한게포인트인듯요
311,실내 건조 할때 냄새 안난다고 구매 했는데 어찌 여태 쓰던 세제중에제일 똥내가 심하게 나서 실내에 건조를 하지를 못 하겠어요 피죤을 해도구린내가 나네요
312,유치원생 딸이이가 워낙 활발해서양말바닥이 항상 까매요다른세제들은 때가 안지워져서삶으니까 양말이 줄어들고따로 세탁하자니 손많이가고테크로 세탁하니찌든때는 확실히 지워지네요100는 아니지만 80정도
313,미세먼지때문에 실내건조할 경우가 많아서 구매했는데왜 나는 쉰내가 계속 나는것인지 상품평보고 구매한건데ㅜㅜ
314,저 왠만하면 후기안남기는데 전 왜 이세제쓰고 쉰내가 날까요 ㅜㅜㅠ단한번도 세제쓰고 쉰내난적없는데
315,리필 구입했어요손잡이 있어 옮기기 편하네요
316,비오는날 실내건조했는데 꿉꿉한 빨래냄새가 확실히 덜하긴합니다향은 민트 허벌계열이에요 참조하세요세탁력은 비슷
317,실내건조할때사용하려구매했어요세제자체에민트향?처럼상쾌한향이나는데 그향때문에건조할때꿉꿉한냄새가안나는것같아요사용해보니확실히비오는날실내건조시꿉꿉한냄새가덜나는것같아만족합니다
318,기존에는 진드기제거를 썼었는데 겨울이고 해서실내건조를 시켜보았어요일단 냄새는 정말안나구요 향이 먼가 쉬원한 향이에요전에는 몇번 말릴때 잘못말려 냄새난적도있는데이건 아직은 한번도 냄새안나고 잘쓰고있어요얼룩도 강력제거라고 하니 좋으네요!향도 시원하니 좋구 얼룩도 잘지워지구냄새도안나서 좋으요
319,빨래 건조시간이 길어질때마다 쿰쿰한 냄새가 나서 세제를 바꿔봤어요이 세제로 세탁하고 기존에 쓰던 유연제를 쓰니 확실히 냄새가 줄었어요 아예 안나지는 않음냄새를 더 줄여보려 이 세제로 세탁하고 유연제를 꽃초 로 해보니 쿰쿰한 냄새가 거의 나지 않네요세척력도 만족이예요22개월 아기 초2 아들녀석의 지저분한 얼룩들도 어지간해선 다 빠지네요건조기 사기 전까진 이 세제를 계속 쓸것 같아요
320,이 제품만 사용해요여름이든 겨울이든 정말 융용해요실내건조의 꿉꿉함이 전혀 느껴지지 않게하는 세제입니다
321,작은 원룸에서 건조까지 해야하기 때문에 이 제품만 쓴지 정말 오래됐어요사실 근데 이 제품만 쓴다고 해서 잘 못 말랐을때 나는 꿉꿉한 냄새가 안나는건 아닙니다빨래를 널면 제습기를 필수로 돌립니다 그래도 이전에 쓰던 제품보다는 확실히빨래가 건조되면 냄새가 덜 나요 그래서 이번에 자취 시작하는 동생에게도 추천했습니다하지만 제습기는 필수죠 ㅋㅋㅋ 여름 뿐만아니라 사시사철 제습기 필수ㅠㅠㅠㅠ
322,퍼실 쓰다가 결국 다시 테크로 돌아왔습니다베란다 없는 오피스텔 거주자분들은 이거 사용하는게 낫습니다
323,좋아요!!!여름인데다 원룸이라 진짜 빨래 드럽게 안마르는데확실히 일반세제보다 꿉꿉한 냄새 덜납니다 ㅋㅋ두번째 구입해서 써요원래 비염때문에 거의 2년동안 테크 진드기제거만 썼는데얼룩 제거 성능은 비슷한 것 같고사실 옷에 심한 얼룩 묻은 적이 별로 없어서 잘 모르겠지만 음식물 살짝씩 튄거는 잘 지워지는 것 같슴당그 제품도 좋고 이것도 좋아요 bd 테크최고 ㅎㅎㅎ
324,전부터 계속 사용하던 세탁세제에용구석에 리필 한개 남아있었는데다른 물건에 가려져서 못보고또 네개를 구입해버렸어요ㅋㅋㅋㅋ자취생인데 리필 5개라니 1년 넘게 쓸 것 같아요저는 섬유유연제 다우니 하늘색깔이랑 같이 사용하고요항상 집안에서 빨래 말리는데세제 덕인지 유연제 덕인지 아님 둘 다인지꿉꿉한 냄새 전혀 없고 좋습니다! ㅎㅎ
325,세제가 사실 뭐 거기서 거기죠 ㅋㅋㅋ아무거나 써도 다 잘 빨립니다하지만 중요한 건 가격저렴하게 잘 산 거 같습니다근데 많은 리필제품을 써보면서 느끼는 건데과연 써있는 용량 그대로일까요?2리터짜리인데 3리터짜리 기존용기에 부었더니절반에 가까스로 찬 거 같네요음ㅋ그래도 싸니 만족하고 삽니다
326,원룸에 사는 대학생입니다싼방을 구하느라 1층에 해가 안드는 방을 구했는데빨래를 해도 특유의 냄새때문에 너무 스트레스 였습니다세탁기 두고 빨래방가서 빨래하고 그랬었는데이거 쓰니깐 꿉꿉한 냄새 안납니다 ㅠ여기서 사는동안 이 세제만 쓸 예정입니다꿉꿉한 냄새실내건조 목적이신분 강추합니다
327,아무리깨끗하게 빨아도 섬유유연재다니 써도  방에서 말리면 괜히 꿉꿉한것같고 섬유유연제냄새도 별로 안나서 바꿨는데ㅣ 완젼 만족해요세탁조청소 깨끗히하고  바싹 말린뒤에 세제넣고 과산 넣고 빨래하면 삶아빤듯 깨끗하고 옷에서 냄새안나요특히 수건빨때 정말 표시가 확 날꺼에요
328,미세먼지가 나빠서 베란다에 빨래 널어도 창문 못여는날이 많고 실내건조 할 때도 있는데 냄새나지 않고 세척력도 엄청 좋아요오피스텔에 있을 때 부터 사용 중인데 아파트로 이사하고도 이제품만 씁니다퍼실이랑 고민했는데 이게 더 말랐을 때 느낌이 좋네요 눅눅하지 않고 냄새도 안나구요
329,원룸이나 창문작은 방에서는 이 세제 정말 필수입니다 ㅠ햇빛건조없이도 빨래에서 꼬릿한 냄새가 안나요!드럼세탁기인데도 원래 일반용 쓰다가 이번에 다 떨어져서 드럼용을 샀는데 전보다 건조했을때 빨래가 더 부드럽달까요? 섬유유연제를 듬뿍넣은것 마냥 훨씬 좋네요 ㅎㅎ
330,세제랑 기저귀로 사건 터진 회사가 많아서ㅜㅡㅜ믿고 쓸만한데가 없네요제가 알기론 엘지는 아직 괜찮더라구요비오는날 세탁해도 꿉꿉한 냄새 안나서 이제품은 여름엔 필수인듯 저는 비오는날엔 빨래양을 반으로 줄이고최대한 펼쳐서 널어요ㅋ
331,재구매 입니다이사하고 방에 널어놓은 빨래가 마르지않아 냄새로 고생하고 있다 발견한 제품입니다재구매를 했다는건 그만한 효과를 보고 있어서 입니다제품 특유의 향은 남아 있지만 아무 무리없이 사용하고 있습니다좋은 제품 감사합니다
332,배송 빠르고 가격 저렴하고아직 써보진 않았지만장마철 빨래 쿰쿰한 냄새 나는거대비해서 사놨는데든든합니다
333,저는 일반 세탁기 사용하는데 드럼용으로 잘못구매한거있죠ㅠ ㅠ 검색해보니 드럼용 써도 크게 문제되지 않는다해서 빨래해봤습니다 반품도 번거롭고해서요 그런데 빨래가 되는덴 문제 없네요 그래서 맘 편히 사용하겠습니다 
334,아직 남은 세제가 있어서 사용은 안해봤습니다만여러 후기 보고 구입했습니다좁은공간에서 말려야되서 특히나 여름철에는 꿉꿉한 냄새 안나면서 말리는게 중요해서요빠른 배송은 마음에 들었어요사용 후에 후기추가할게요
335,겨울이라 두꺼운 옷들 빨리 안마르면 냄새 나는데 이거 쓰고 나서 꿉꿉한 냄새가 확 사라졌어요 너무 좋아서 재구매 합니다수건도 너무 향긋하게 잘 말라서 기분 좋아요겨울철 실내건조 때문에 고민 이시면 이제품 적극 추천 드려요
336,우선 한번써봤는데 실내건조용이긴한데아직 이날씨에는제습기가 필요하긴해요 두꺼운옷에서는 냄새는 어쩔수없네요그래도 전에쓰던 세제들보단 바꾸길 잘한거같아요가격대비 저는 만족하고 쓰렵니당
337,드라마틱하게 뽀송한 냄새는 안 나는데최소한 덜 마른 걸레냄새는 안 나는 걸로 봐서효과가 없지는 않아요기껏 빨래했는데 말리면서 옷에서 걸레냄새나면 화가 치솟던데정신건강을 위해 지속 구매 예정입니다
338,실내건조용 세제 !!! 강추입니다여름 빨래 할때 쉰냄새 나서 찾고 찾다 찾은 세제입니다이 세제로 세탁하면 냄새 안나고 세탁조도 깨끗해진느낌 !!!집안에 빨래 널어도 냄새 안나요 
339,진짜 실내건조를 해도 냄새가 나지 않아요 원룸이라 늘 실내건조를 해야해서 빨래 냄새에 고민이었는데 한방에 해결했습니다 원래쓰던 세제가 남아 있어서 일단 섞어쓰고 있는데도 효과 좋네요
340,다른 세제 쓰다가 새로운거 도전해봤어요 세탁도 잘 되고 이상한 잔향이 남지 않아서 좋아요 세탁후에 꾸리꾸한 세제 잔향 남는 경우가 있는데 이건 산뜻하니 좋아요 여름동안 잘 쓸것 같아요
341,상품2틀만에왔구용가성비 갑입니다 요즘처럼미세먼지 심하고집에서 실내건조 창문도 잘못열고 쵝오인거같아용 용기가 따로없으신분들은 종이컵으로 용량마추면될거같아용
342,지난번에 3리터 한병을 사쓰고 새로 구입했습니다 세제류는 리필이 본품보다 비싼 사기적인 경우도 많은데 이건 리필이 확실이 더 쌉니다 4봉다리나 쟁여놓느니 세제 부자입니다
343,원륨 베란다없어 빨래함 냄새가 났는데 이제품 기대 허봅니다
344,다른제품쓰다가 평좋아서 구매했어요생각보다 좋아요 가격도 양도 다맘에들어요빨래하니 괜희 더깨끗해보이는거같네요다써보구 괜찮으면 또 구매할게요
345,하자도 없고 오프로 쓰던거랑 별차이도 없고 좋았어요
346,건조기가 없어서 장마철에 실내건조용으로 샀어요 진드기 제거용으로 써보니 좋아서 믿고 구매해본 제품입니다 아직 사용전이라 상품에 대해서는 쓸수가 없겠네요 
347,쓰고있는 세제가 아직 있어서 사용은 못해봤어요세정력이 좋도 물냄새가 안난다고 해서 구매했어요세정력과 향을 기대 해볼께요 !!쓰고 좋으면 재구매 하겠습니다 
348,마음에 들어요 처음 구매할때는대용량을 한꺼번에사는것같아서 쌓아둘곳두없다싶었는데가격도 착하고 빨래도 잘되네요건조기 사용하는데냄세걱정없고 좋네요
349,향이 전 시원하고 좋네요 근데 빨래가 잘되는지는 모르겠어요하얀 점퍼에찌든때바르는것까지 해서 세탁했는데안된느낌역시 손빨래가 답일까요
350,세제가 거기서 거기라는 믿음으로가성비 좋은상품 찾아냈습니다리필용기지만 그립도있고 뚜껑을 닫을수있는 구조라서용기없이도 사용가능합니다짱 좋아요
351,매번 정기배송하다가없어졌기에 다른실내건조를 사용했더니 얼룩도흙얼룩안지고 꿉꿉한 냄새가나서 바로구매했어요오늘 세탁했는데 역시 제취향입니다
352,전에 사용하던 세제는 액채형이라서 한번 세탁 시 사용할 양을 가늠을 못해서 헤프게 썼었는데이건 약간 젤리형태라서 좋아요상큼한 민트향 같은것도 나구요
353,남친이랑 2개씩 나눔ㅎㅎ돈은 내가 냄ㅋㅋ걍 무난함 세제가 사실 얼마나 잘 빨리는가는 비교를 해봐야아는거라 걍 씀ㅋㅋ근데 원룸이라 꿉내는 어쩔수업나봄
354,날이 추워지니 빨래에서 쿰쿰한 냄새가 날때가 있어 주문해서 쓰는데 짱 좋아요빨래냄새도 안나고 더 잘 마르는 느낌이에요이젠 이걸루 계속 주문해 써야할 듯 해요
355,장마철이나 최근 비가 많이와서 실내에서 빨래를 말리면 옷에서 불쾌한 냄새가 났었는데 세제를 바꾸곤 불쾌한 향이 싹 없어졌네여 아주아주 만족합니다
356,터지는거없이 배송은 잘 왔어요양도 많고 좋아요근데 실내건조용이라고 빨래에서 쾌쾌한 냄새가 안나는건 아니드라구요그래도 만족하면서 사용하고 있어요
357,통돌이면서 드럼용인지 모르고 샀어요그래도 통돌이에도 여전히 잘 쓰고 있습니다아직 리필용이 써도 써도 남아서 ㅋㅋㅋㅋㅋ다음엔 잘 확인하고 사렵니다
358,작년여름에 빨래 말리면 냄새나서 바꿔본이후 이것만 씁니다이번엔 리필용나와서 많이사놨어요여름이라 빨래더 많이 할게같아요 ㅠ빠른배송 감사합니다
359,남편이 빨래 냄새에 예민해서섬유데오도란트 꼭 쓰는데요이 제품 쓰고 나서 겨울에 방 안에다가 빨래 널어도옷에서 꿉꿉한 냄새가 안나네요만족스러워요
360,실내에서 건조 하다 보니 가끔 냄새가 심하게 날 때가 있어서 구매 했는데 효과 있어요 상쾌한 향이 남아있는 건 아니지만 무향 같이 냄새 제거는 되는 듯 하네요
361,얼마전에 세제바꾸면서 처음 사봤는데 향도 은은하기 오래가고 세정도 잘되고 쓰기 좋은거 같아서 리필 사서 쓰려고 사봤습니다 ㅋㅋ든든하네요 네개
362,진작 쓸껄미세먼지 때문에 밖에도 못 널고실내에 꾸역꾸역 널었었는데 이거 쓰고나니 확실히 덜 꿉꿉해요 향은 약간 씌원한 향기??
363,저렴하게 정말 잘샀어요세정력도 좋지만 무엇보다 냄새에 정말 민감한편인데 실내건조를 해도 꿉꿉한 잡냄새가 나지않아 정말정말 좋습니다
364,이제 추워지니 빨래가 잘 마르지 않아 구매했어요오늘 받아서 아직 사용은 안했지만 실내에서말려도 냄새 안나고 뽀송뽀송 마르길 기대해봅니다
365,확실히 냄새는 덜 나요! 땀 많이 흘리는 남편 옷 세제 조금 넣고 불려놨다가 세탁하니 냄새 안나네요 한번 써본후 자주 구매하고 있어요!
366,찌든때를 아주 깨끗히 없애주지는 못하는거같아요세재가 똑떨어져서 로켓으로 주문하긴했는데그냥 보통세재 아이들옷 찌든때는 못빼주네요
367,이세제를 사용세탁후 섬유유연제를 사용해도 세탁물이 향긋하지가 않은것 같아요가격이 착해서 구매했는데 재구매 의사는 그닥 없습니다
368,여름 필수 아이템입니다비로 인해 실내건조가 잦을때 매년 이것만 쓰는데옷에서 꿉꿉한 냄새도 없고 아주 좋아요 가격도 저렴합니다
369,건조기로만 건조하는데 전에 쓰던 세제는 빨래에서 자꾸 큼큼한 냄새가 나서 바꿔봤는데 섬유유연제는 동일한데도 향기가 달라졌엉
370,동생이 향도좋고 가격도 착하고 때도 잘 빠진다고칭찬한제품입니다 저두 항상쓰지만 비오는날 흐린날은더욱 꼭 사용하는세재입니다
371,자취하면서 테크를 자주 사용하는데 처음으로 인터넷으로 주문했습니다 큰 용량으로 4개나 되니 적어도 1년은 쓰겠어요
372,일반용 주문했어야하는데드럼용으로 잘못 주문ㅜㅜ일반 세탁기엔 드럼용도 사용가능 하다니까 걍 쓰려구요
373,본품 사용후 리필 재구매 입니다요즘은 세척력을 많이 필요하지도 않은듯그냥 가격 적당하고 실내건조용이라고 해서 구매
374,자취생인데 베란다가 없어서 방 안에 널어야해서 실내 건조용으로 사봤어요! 아주 만족해요! 냄새도 안 나고 좋네요 
375,일반용 사야하는데 모르구 드럼용을 사버렸네요그래도 성능은 조아요 실내건조해도 꿉꿉한내가 별로없어요
376,저렴하게 샀어용 뭔가 다른거보다 깔끔하게 빨리는기분 다른재품쓰다가 다시 테크로 삼 좋아용 쿠팡 배송도 빠르고 좋내용
377,원룸에서 쓰는데 항상 실내건조라서 걱정하는데이거 쓰면서 빨래 잘못빨면 냄새나는것들도 안나고뽀송뽀송하니 좋아요
378,저렴하게 잘샀어요!양도 혜자에요!!! 많이파세요!!!실내 건조용 쓰고 난후 물때냄새 안나서 좋아요짱짱!!
379,향이 좀 호불호가 갈릴지도 모르겠지만레몬향 비슷한것이 나는데 그렇다고 레몬향같지는 않다향 지속력이 좋다
380,싼맛에 구입합니다자취방에서 실내건조 하는데 꿉꿉한 냄새는 안나네요섬유유연제를 써서 그런지
381,좋습니다 여름에 냄새 안나고 뽀송하고 피부가 민감한 편인데 세제 이걸로 바꾸고 크게 트러블 난 적도 없네요!
382,아직 써보진 않았지만좋겠지요 요즘같이 미세먼지가많을땐 집안에서 빨래를 말려야하니 써보면 알겠지요
383,로켓이라배송은 엄청빨랐어요실내건조라 비트가루실내건조용 쓰다가액체 사봤어요 짤빨아주었음 하네요
384,아직습하지도않고해서 실내건조에냄새가안나는지는모르겟고  원래테크쓰기도햇고 한번싸봣어용
385,재구매한 상품입니다봄철 미세먼지 많을때랑 장마기간에 사용합니다몇년째 쓰는 제품이라 만족합니다
386,처음구매해서 사용하고 있는데 용량대비 가격도 저렴한것같아서 사용중입니다세탁도잘되는것 같아요
387,요즘 빨래해도 냄새가 나서 바꿨는데 평대로 빨래에서 향이 좋아졌어요다쓰고 재구매해야 겠어요
388,좋은 가격에 잘 삿어요! 항상 실내 건조하다보니 아무래도 냄새가 좀 항상 걱정이었거든요! 잘쓸게요!
389,상쾌한 향기가나서 기분또한좋아지게 하네요 확실히 향기때문인지굽굽한 빨래 냄새는 잡아주는듯해요
390,짱짱짱흐린날에 베란다에 널면 잘 안말라서 냄새나는데 이 제품은 냄새안나요실내건조시에도 짱이에요
391,실내건조 전 이것만 사용해요세탁해도 아무 냄새 안나고 정말 좋아요특히 여름에 더욱 좋은 제품!!!
392,일반세탁기용보다 저렴하기에 샀는데거품력이나 세정력이 좀 차이가 나네요세제는 좋아요
393,항상 사서 쓰는거예요 실내건조용이랑 아닌거랑 써보면 확실히 다릅니다 가격도좋구 다조아요!
394,찐한 땀냄새는 잘안없어지나바요섬유유연제를 써도 그래도 때는 잘 지워지는듯 해요
395,실내에서 빨래 건조를 많이 해서 계속 사용하고 있어요쿠팡이용하니 싸고 편하게 받아 쓰고 있어요
396,여름에 꿉꿉한 냄새가 계속 나서 한번 사봤는데정말 이걸로 빨고나서는 냄새가 안나서 좋았어요
397,지인 추천으로 구매했어요진짜 꿉꿉한 냄새가 안나서 살것같아요감사해요이제 냄새탈출!
398,실내 건조하기때문에 이제품을 애용합니다 가격도 착하고 품질도 좋아요 적극 추천합니다
399,ㅈㅓ희는 원래 테크만 쓰고 있어요친정엄마도 흰빨래 때가 잘 빠진다고 이것만 찾읏ㅂ니다
400,싸게 나와서 구매를 했는데 진짜 마음에 너무 쏘옥가격도 착하고 빠르게 받아서 좋았어요
401,가격도 착하고 리필형만 고집합니다사용하기도 편하고 세탁력도 좋고good입니다요
402,건조되는과정에 빨래에서 꿉꿉한 냄새가나네요먼저쓰던거 사야겠어요 다음에는 ㅠ
403,좋습니당!!! 섬유유연제 안넣고 이거만 넣었는데 냄새 안나요! ㅎㅎㅎㅎ
404,향도 좋고 세탁도 잘 되는 거 같아요 실내에서 말리는데 나쁜 냄새도 안나고 좋네요
405,실내에 건조해도 냄새걱정없다해서 구매했어요 꿉꿉한 냄새가 없어서 좋네요
406,마트에서 구입하다가이번엔 쿠팡에 구매했습니다한번 써보구 재구매 할께요 
407,원래 이렇게 묽옸나요? 쫌 찐뜩한느낌의 액체라고 생각했는데 묽어진느낌이에여
408,추가주문햇답니다실내건조세제라눅눅하고키키한냄새도안나고괜찮더라구요
409,믿고쓰는 테크를 엄청싸게 그리고 겁나많이사서 마음이부자된느낌이여요ㅎㅎ
410,매번 플라스틱통 버리기 아까워서 이번엔 리필로 구매했어요 양이 많아서 좋아용
411,실내건조용으로 늘애용중이에요리필용이 저렴하고 양도푸짐하고 좋네여!
412,집안에서 빨래 말리는데 진짜 이제품쓰고는 냄새가 안나용세정력도 괜츈하두요
413,미세먼지로 실내 건조 할 수 밖에 없는 상황이라 구입햇어요 냄새가 덜 나네요
414,일반 드럼 세제 대비 실내에 빨래를 널어도 별로 세제 냄새가 나지 않아 좋아요
415,가성비 좋게 잘 산거 같아요액체 세재 뭐 쓸지 고민햇엇는데싸고 좋은거 같아요
416,실내건조하는데 냄새도 안나고 물처럼흐르는 세제가 아니라 더맘에 듭니다
417,이제 곧 여름 다가와서 사봄나쁘진않은데 멀겟음액 ㅊ 써야할랑가
418,다른분평에 마르고 특유의 꿉꿉한냄새가잘안난다던데 저도그런거같아요
419,테크를 항상쓰는데 실내건조는 처음이라써볼려구 샀네용 좋았음 좋겠네용
420,아직 사용해보진 않았지만 깨끗하게 빨릴것같아요 빠른배송에 또감동
421,싸게 잘샀습니다 아직 사용하지 않았지만 항상 쓰는거라 믿고 사용합니다
422,매번 집에서 빨래널때 냄새났는데 이거 쓰고 냄새 안나고 계속 사용중!
423,실내 냄새에 너무 스트레스 받았는데 이런 좋은제품!! 계속 사용할께용
424,실내건조용이라그래서 샀는데 아직까진 꿉꿉한냄새없고 잘쓰고있어요
425,겨울 부터 쭉 잘 쓰고있어요확실히 실내에서 건조해도 냄새가 덜나요
426,실외에 널곳이 없어 실내에 널어야되는데사용해보니 괜찮네요
